section,key,value
meta,market,h2h
meta,data_source,warehouse
meta,clv_status,computed
meta,generated_at,2026-09-06T12:24:49.448Z
meta,window_start_iso,2026-04-01T00:00:00.000Z
meta,window_end_iso,2026-05-25T00:00:00.000Z
meta,detected_coverage_min,2023-05-03 17:40:00+00
meta,detected_coverage_max,2026-05-24 23:21:00+00

section,metric,value
coverage,total_odds_rows_fetched,8884
coverage,candidate_groups,405
coverage,players_resolved,405
coverage,players_unresolved,0
coverage,scored_candidates,404
coverage,gradeable_picks,398
coverage,push_count,2
coverage,void_count,4
coverage,statcast_asof_count,0
coverage,statcast_asof_hit_rate_pct,0
coverage,excluded_no_agreeing_side,1

section,tier_label,side,min_confidence,n,graded,wins,losses,pushes,voids,win_rate_pct,win_rate_ci_lo_pct,win_rate_ci_hi_pct,roi_pct,roi_ci_lo_pct,roi_ci_hi_pct,total_units,avg_clv_pct,pct_positive_clv_pct,clv_n,avg_no_vig_fair_prob_pct,avg_entry_implied_prob_pct,false_edge_flag
tiers,all,all,0,404,398,233,165,2,4,58.5427135678392,53.64356754306803,63.27852909655154,10.705266597458117,2.022892670484733,20.121657853061066,42.606961057883304,0,0,404,52.59774561148033,53.592021007866975,false
tiers,all,over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,all,under,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,all,home,0,197,193,119,74,2,2,61.6580310880829,54.63433178165745,68.22670586213435,10.906290276844292,-1.6005503409484558,23.5768933649129,21.049140234309483,0,0,197,55.48783983365555,56.531723837679735,false
tiers,all,away,0,207,205,114,91,0,2,55.60975609756098,48.76734524063504,62.24579368766017,10.516010157840903,-3.8172196827846188,24.127567954691198,21.557820823573852,0,0,207,49.8472694676711,50.794332807513676,false
tiers,60+,all,60,265,263,155,108,0,2,58.935361216730044,52.90272512139249,64.71072977703257,10.353020009402968,-1.1648736037452245,21.71370959615249,27.22844262472981,0,0,265,53.321732634628255,54.349915120501535,false
tiers,60+,over,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,60+,under,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,60+,home,60,122,122,77,45,0,0,63.114754098360656,54.274901515403194,71.1539200346846,10.421212522453773,-4.655535730123259,25.093699310014262,12.713879277393604,0,0,122,56.7768640412672,57.872035316582696,false
tiers,60+,away,60,143,141,78,63,0,2,55.319148936170215,47.08029450555167,63.275856365852135,10.294016558394473,-6.4060963434561575,26.204996008831245,14.514563347336207,0,0,143,50.37399814784528,51.345029358809924,false
tiers,recommendable,all,60,265,263,155,108,0,2,58.935361216730044,52.90272512139249,64.71072977703257,10.353020009402968,-1.1648736037452245,21.71370959615249,27.22844262472981,0,0,265,53.321732634628255,54.349915120501535,false
tiers,recommendable,over,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,recommendable,under,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,recommendable,home,60,122,122,77,45,0,0,63.114754098360656,54.274901515403194,71.1539200346846,10.421212522453773,-4.655535730123259,25.093699310014262,12.713879277393604,0,0,122,56.7768640412672,57.872035316582696,false
tiers,recommendable,away,60,143,141,78,63,0,2,55.319148936170215,47.08029450555167,63.275856365852135,10.294016558394473,-6.4060963434561575,26.204996008831245,14.514563347336207,0,0,143,50.37399814784528,51.345029358809924,false
tiers,ev_pass,all,60,265,263,155,108,0,2,58.935361216730044,52.90272512139249,64.71072977703257,10.353020009402968,-1.1648736037452245,21.71370959615249,27.22844262472981,0,0,265,53.321732634628255,54.349915120501535,false
tiers,ev_pass,over,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,ev_pass,under,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,ev_pass,home,60,122,122,77,45,0,0,63.114754098360656,54.274901515403194,71.1539200346846,10.421212522453773,-4.655535730123259,25.093699310014262,12.713879277393604,0,0,122,56.7768640412672,57.872035316582696,false
tiers,ev_pass,away,60,143,141,78,63,0,2,55.319148936170215,47.08029450555167,63.275856365852135,10.294016558394473,-6.4060963434561575,26.204996008831245,14.514563347336207,0,0,143,50.37399814784528,51.345029358809924,false
tiers,ev_filtered,all,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,ev_filtered,over,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,ev_filtered,under,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,ev_filtered,home,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,ev_filtered,away,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,70+,all,70,176,174,99,75,0,2,56.896551724137936,49.467748351186955,64.02741760106399,6.13974812744334,-8.604750618389804,20.243410925547746,10.683161741751412,0,0,176,53.448286655793986,54.467096376513425,false
tiers,70+,over,70,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,70+,under,70,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,false
tiers,70+,home,70,79,79,49,30,0,0,62.0253164556962,51.00187124119181,71.93350468055645,9.72952294421661,-9.591585435983232,27.569223141584743,7.686323125931121,0,0,79,56.731191983113135,57.811020580790476,false
tiers,70+,away,70,97,95,50,45,0,2,52.63157894736842,42.68534816775178,62.37325786615872,3.154566964021352,-16.660503787008054,23.264222949344585,2.9968386158202844,0,0,97,50.77458025519381,51.74369418952492,false
