spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
offset,0.01,60,maxEv,7,227.1,13030,1
box,0.04,60,maxEv,7,226.5,8463,1
offset+iso,0.04,60,mostBooks,7,225.1,8201,2
gbm+offset,0.0,60,maxEv,7,223.8,15290,2
compact+offset+iso,0.0,60,maxEv,7,223.3,13545,3
compact+box+iso,0.0,60,maxEv,7,221.4,13627,3
price+compact+offset,0.0,55,mostBooks,7,220.8,20333,3
gbm+offset,0.01,60,mostBooks,7,220.1,13363,2
compact+box+gbm,0.04,60,mostBooks,7,218.4,6751,3
gbm,0.04,55,mostBooks,7,218.2,15314,1
box+iso,0.04,55,mostBooks,7,217.7,12307,2
price+compact+box,0.0,55,maxEv,7,216.6,20521,3
price+compact+offset,0.02,55,maxEv,7,216.1,12471,3
box,0.04,55,maxEv,7,214.6,12530,1
box+offset,0.04,60,maxEv,7,213.7,8322,2
box,0.04,60,mostBooks,7,211.9,8461,1
compact+offset+iso,0.0,60,mostBooks,7,211.5,13544,3
price+compact+box,0.01,55,mostBooks,7,210.9,16322,3
box+gbm,0.0,60,mostBooks,7,210.1,15440,2
compact+box+iso,0.0,60,mostBooks,7,208.6,13626,3
box,0.02,60,maxEv,7,208.4,11523,1
offset,0.01,60,mostBooks,7,208.2,13028,1
box,0.04,55,mostBooks,7,205.5,12528,1
price+box+offset,0.0,55,mostBooks,7,204.6,20290,3
gbm+offset,0.0,60,mostBooks,7,203.9,15289,2
offset,0.04,60,maxEv,7,202.8,8216,1
price+compact+offset,0.02,55,mostBooks,7,202.8,12468,3
price+offset+iso,0.01,60,maxEv,7,202.8,10887,3
price+box,0.0,55,maxEv,7,198.4,20448,2
box+offset,0.04,60,mostBooks,7,198.3,8320,2
offset,0.04,55,maxEv,7,198.2,12246,1
price+offset+iso,0.01,60,mostBooks,7,197.4,10886,3
offset,0.02,60,maxEv,7,196.4,11208,1
box,0.02,60,mostBooks,7,195.7,11521,1
price+offset,0.0,55,maxEv,7,195.6,20186,2
price+compact+box,0.0,55,mostBooks,7,193.6,20518,3
compact+box+offset,0.02,60,maxEv,7,193.5,10054,3
box+offset,0.02,60,maxEv,7,192.8,11322,2
price+box,0.01,55,maxEv,7,186.8,16467,2
offset,0.04,60,mostBooks,7,185.7,8214,1
iso,0.0,55,mostBooks,7,182.1,21908,1
offset,0.02,60,mostBooks,7,181.4,11206,1
compact+box+offset,0.02,60,mostBooks,7,181.2,10052,3
price+box,0.0,55,mostBooks,7,180.3,20446,2
price+iso,0.0,55,maxEv,7,180.0,18326,2
price+box+offset,0.01,55,mostBooks,7,179.9,16994,3
box+offset,0.02,60,mostBooks,7,179.8,11320,2
iso,0.04,60,mostBooks,7,178.8,9707,1
price+offset,0.0,55,mostBooks,7,178.6,20184,2
box+offset+iso,0.04,55,mostBooks,7,178.3,12168,3
price+iso,0.01,55,maxEv,7,176.9,15246,2
price+offset,0.01,55,maxEv,7,175.5,16177,2
price+box+iso,0.02,55,maxEv,7,173.5,13511,3
price+box,0.01,55,mostBooks,7,171.8,16466,2
price+offset+iso,0.02,55,maxEv,7,170.0,13366,3
price+offset+iso,0.02,55,mostBooks,7,165.5,13366,3
price+offset,0.01,55,mostBooks,7,163.6,16176,2
price+iso,0.01,55,mostBooks,7,161.7,15246,2
price+compact,0.01,55,mostBooks,7,161.6,16299,2
price+iso,0.0,55,mostBooks,7,156.2,18327,2
price+box,0.02,55,maxEv,7,154.9,12771,2
price+offset,0.02,55,maxEv,7,153.9,12541,2
price+box+offset,0.02,55,maxEv,7,150.7,13986,3
price+offset,0.02,55,mostBooks,7,148.2,12540,2
price+offset+iso,0.04,55,maxEv,7,144.3,8841,3
price+box,0.02,55,mostBooks,7,143.7,12770,2
price+offset+iso,0.04,55,mostBooks,7,143.0,8840,3
compact+box,0.04,0,maxEv,6,1116.9,25941,2
offset,0.02,0,mostBooks,6,1113.3,41146,1
box,0.01,0,mostBooks,6,1094.5,46720,1
price+box+offset,0.01,0,maxEv,6,1044.6,45223,3
compact+box,0.04,0,mostBooks,6,1029.0,25938,2
price+box+offset,0.01,0,mostBooks,6,1019.0,45221,3
compact+gbm+offset,0.02,0,maxEv,6,975.8,41003,3
compact+box+offset,0.01,0,maxEv,6,975.1,45324,3
compact+gbm+offset,0.04,0,maxEv,6,952.7,29223,3
box+gbm+offset,0.04,0,maxEv,6,940.5,31799,3
compact+box+gbm,0.04,0,maxEv,6,935.4,29253,3
gbm+offset,0.04,0,mostBooks,6,931.6,33237,2
compact+box+offset,0.01,0,mostBooks,6,925.5,45323,3
box+offset+iso,0.02,0,mostBooks,6,916.9,41782,3
box+gbm+offset,0.02,0,maxEv,6,916.1,42434,3
price+compact+offset,0.04,0,maxEv,6,914.0,20719,3
compact+box+gbm,0.02,0,maxEv,6,911.8,41003,3
