spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
box+iso,0.01,60,maxEv,3,-36.9,11194,2
offset+iso,0.02,60,mostBooks,3,-38.3,9275,2
iso,0.04,60,maxEv,3,-40.9,8149,1
compact+box+offset,0.02,60,maxEv,3,-41.7,8347,3
box+gbm+iso,0.0,60,maxEv,3,-42.0,12947,3
box+iso,0.01,60,mostBooks,3,-44.1,11194,2
offset+iso,0.01,60,maxEv,3,-44.9,11077,2
price+box+gbm,0.0,60,mostBooks,3,-45.6,11613,3
box+gbm+iso,0.0,60,mostBooks,3,-46.9,12947,3
price+box+gbm,0.0,60,maxEv,3,-47.1,11613,3
price+iso,0.0,60,mostBooks,3,-50.2,9303,2
offset+iso,0.0,60,maxEv,3,-55.0,13280,2
box+offset+iso,0.01,60,maxEv,3,-55.6,11103,3
box+offset+iso,0.02,60,maxEv,3,-55.8,9202,3
offset+iso,0.01,60,mostBooks,3,-56.2,11077,2
iso,0.04,60,mostBooks,3,-56.5,8149,1
box+offset+iso,0.01,60,mostBooks,3,-61.4,11102,3
box+offset+iso,0.02,60,mostBooks,3,-61.6,9201,3
compact+box+offset,0.02,60,mostBooks,3,-62.0,8346,3
offset+iso,0.0,60,mostBooks,3,-64.2,13280,2
box+offset+iso,0.0,60,maxEv,3,-85.2,13376,3
box+iso,0.0,60,maxEv,3,-85.4,13399,2
price+gbm+offset,0.0,60,mostBooks,3,-85.6,11483,3
price+gbm+offset,0.0,60,maxEv,3,-88.5,11483,3
box+offset+iso,0.0,60,mostBooks,3,-90.0,13375,3
box+iso,0.0,60,mostBooks,3,-94.5,13399,2
compact+iso,0.0,60,maxEv,3,-96.0,11561,2
iso,0.02,60,maxEv,3,-97.5,10870,1
compact+box,0.0,60,maxEv,3,-107.3,12617,2
iso,0.02,60,mostBooks,3,-113.0,10870,1
box,0.04,60,mostBooks,3,-115.1,6958,1
box,0.04,60,maxEv,3,-118.8,6959,1
compact+offset,0.0,60,maxEv,3,-120.5,12556,2
iso,0.01,60,maxEv,3,-131.4,12474,1
offset,0.01,60,maxEv,3,-133.1,11902,1
offset,0.01,60,mostBooks,3,-136.0,11901,1
box+offset,0.04,60,maxEv,3,-140.3,6827,2
box+offset,0.04,60,mostBooks,3,-141.0,6826,2
box+offset,0.01,60,maxEv,3,-145.4,11990,2
iso,0.01,60,mostBooks,3,-145.7,12474,1
box,0.01,60,maxEv,3,-145.9,12204,1
box,0.01,60,mostBooks,3,-146.5,12203,1
box+offset,0.01,60,mostBooks,3,-148.4,11989,2
box,0.0,60,mostBooks,3,-159.2,14454,1
box,0.0,60,maxEv,3,-160.5,14454,1
box+offset,0.02,60,maxEv,3,-166.3,10021,2
iso,0.0,60,maxEv,3,-166.5,14397,1
box+offset,0.02,60,mostBooks,3,-169.0,10020,2
box,0.02,60,mostBooks,3,-180.1,10183,1
box,0.02,60,maxEv,3,-180.2,10184,1
iso,0.0,60,mostBooks,3,-180.4,14397,1
price+box+gbm,0.04,60,mostBooks,2,108.8,3826,3
price+box+gbm,0.04,60,maxEv,2,103.6,3826,3
price+gbm+offset,0.04,60,mostBooks,2,86.9,3549,3
price+gbm+offset,0.04,60,maxEv,2,80.7,3549,3
price+iso,0.04,60,maxEv,2,60.9,2504,2
price+compact,0.02,60,maxEv,2,58.3,3194,2
price+compact+gbm,0.01,60,maxEv,2,54.2,8154,3
price+compact+box,0.02,60,mostBooks,2,53.9,4455,3
price+compact+iso,0.02,60,maxEv,2,53.9,4692,3
price+compact+gbm,0.01,60,mostBooks,2,51.7,8154,3
price+compact+iso,0.01,60,maxEv,2,51.5,6378,3
price+compact+iso,0.04,60,maxEv,2,50.6,2302,3
price+compact,0.02,60,mostBooks,2,50.3,3194,2
price+compact+offset,0.02,60,mostBooks,2,49.7,4401,3
price+box+iso,0.04,60,maxEv,2,46.5,3799,3
price+compact+box,0.04,60,maxEv,2,44.5,2071,3
price+iso,0.04,60,mostBooks,2,43.7,2504,2
price+compact,0.04,60,maxEv,2,42.0,1931,2
price+compact+iso,0.02,60,mostBooks,2,41.6,4692,3
price+box+iso,0.04,60,mostBooks,2,40.0,3799,3
price+compact+iso,0.01,60,mostBooks,2,39.2,6378,3
price+compact+offset,0.04,60,maxEv,2,38.5,2053,3
price+compact+iso,0.04,60,mostBooks,2,38.4,2302,3
compact+iso,0.04,60,maxEv,2,34.7,4728,2
price+compact,0.04,60,mostBooks,2,34.2,1931,2
price+iso,0.02,60,maxEv,2,34.0,5324,2
price+gbm+iso,0.01,60,mostBooks,2,27.8,8692,3
price+gbm+iso,0.01,60,maxEv,2,26.2,8692,3
price+compact+box,0.01,60,mostBooks,2,23.8,6892,3
price,0.02,60,maxEv,2,23.6,2672,1
price,0.01,60,maxEv,2,22.0,3603,1
price+compact+offset,0.01,60,mostBooks,2,18.4,6358,3
price+iso,0.02,60,mostBooks,2,17.6,5324,2
compact+iso,0.04,60,mostBooks,2,16.3,4728,2
compact+box,0.04,60,mostBooks,2,16.0,4692,2
price,0.02,60,mostBooks,2,12.4,2672,1
price,0.01,60,mostBooks,2,10.8,3603,1
price+offset,0.02,60,maxEv,2,6.2,3995,2
price+offset+iso,0.02,60,maxEv,2,4.9,6204,3
price+offset,0.02,60,mostBooks,2,1.5,3994,2
compact+offset,0.04,60,mostBooks,2,0.8,4577,2
price+box,0.02,60,maxEv,2,-0.1,4311,2
price+offset,0.01,60,maxEv,2,-0.5,6399,2
price+offset,0.0,60,maxEv,2,-2.4,9787,2
compact,0.01,60,maxEv,2,-3.7,9463,1
price+box,0.02,60,mostBooks,2,-6.8,4310,2
price+offset,0.0,60,mostBooks,2,-7.2,9786,2
price+box+iso,0.01,60,maxEv,2,-8.8,8141,3
compact,0.01,60,mostBooks,2,-15.3,9462,1
price+iso,0.01,60,maxEv,2,-16.2,7032,2
price+compact,0.0,60,maxEv,2,-19.4,8550,2
price+box,0.0,60,maxEv,2,-26.5,9934,2
price+compact,0.0,60,mostBooks,2,-26.6,8550,2
price+box+offset,0.0,60,maxEv,2,-30.8,11370,3
price+box,0.0,60,mostBooks,2,-32.6,9933,2
box+gbm+offset,0.02,60,mostBooks,2,-33.5,9640,3
price+iso,0.01,60,mostBooks,2,-34.1,7032,2
price+box+offset,0.02,60,maxEv,2,-34.1,6269,3
box+gbm+offset,0.02,60,maxEv,2,-34.6,9641,3
price+compact+iso,0.0,60,maxEv,2,-35.1,9109,3
price+box+offset,0.0,60,mostBooks,2,-35.9,11369,3
compact+offset,0.01,60,mostBooks,2,-41.5,9780,2
price+box+offset,0.02,60,mostBooks,2,-41.6,6268,3
compact+box,0.01,60,mostBooks,2,-46.7,9886,2
price+compact+iso,0.0,60,mostBooks,2,-47.4,9109,3
price+box+offset,0.01,60,maxEv,2,-51.4,8468,3
compact,0.0,60,maxEv,2,-51.8,12560,1
price+box+offset,0.01,60,mostBooks,2,-59.2,8467,3
compact,0.0,60,mostBooks,2,-64.7,12559,1
price+compact+box,0.0,60,maxEv,2,-70.1,10134,3
price+compact+offset,0.0,60,maxEv,2,-83.5,10083,3
compact+box+offset,0.01,60,maxEv,2,-103.4,10453,3
compact+box+offset,0.01,60,mostBooks,2,-124.3,10452,3
compact+box,0.0,60,mostBooks,2,-129.0,12616,2
compact+offset,0.0,60,mostBooks,2,-138.6,12555,2
offset,0.02,60,maxEv,2,-147.6,9888,1
offset,0.02,60,mostBooks,2,-150.7,9887,1
price+compact+box,0.04,60,mostBooks,1,34.5,2070,3
price+box,0.04,60,maxEv,1,29.7,2396,2
price+compact+offset,0.04,60,mostBooks,1,29.2,2052,3
price+offset,0.04,60,maxEv,1,27.9,2379,2
price+box,0.04,60,mostBooks,1,23.6,2395,2
price+offset,0.04,60,mostBooks,1,23.4,2378,2
price+box+offset,0.04,60,maxEv,1,3.5,3609,3
price+box+offset,0.04,60,mostBooks,1,-3.4,3608,3
price+offset,0.01,60,mostBooks,1,-4.5,6398,2
price+box,0.01,60,maxEv,1,-5.2,6480,2
price+box,0.01,60,mostBooks,1,-12.6,6479,2
price,0.04,60,maxEv,1,-14.2,1669,1
price,0.04,60,mostBooks,1,-25.4,1669,1
price+compact+box,0.0,60,mostBooks,1,-81.6,10133,3
price+compact+offset,0.0,60,mostBooks,1,-94.5,10082,3
