spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
price+box+gbm,0.0,55,mostBooks,6,219.3,24080,3
price+box+iso,0.01,55,maxEv,6,219.0,20015,3
compact,0.04,60,mostBooks,6,218.5,7724,1
price+compact+offset,0.02,60,mostBooks,6,217.0,10777,3
price+compact+offset,0.02,60,maxEv,6,216.0,10778,3
price+iso,0.01,0,maxEv,6,214.1,52082,2
price+compact,0.04,55,maxEv,6,213.9,7398,2
gbm+offset,0.0,55,maxEv,6,213.0,25080,2
compact+gbm+iso,0.0,60,mostBooks,6,212.7,16739,3
price+box+gbm,0.02,60,maxEv,6,211.9,12229,3
price+iso,0.02,55,mostBooks,6,211.2,15787,2
price+compact+offset,0.0,55,maxEv,6,210.8,24257,3
price+box+gbm,0.04,60,maxEv,6,210.7,7813,3
price+compact+offset,0.0,55,mostBooks,6,210.6,24255,3
price+box+iso,0.02,55,mostBooks,6,210.0,16933,3
price+compact,0.0,55,maxEv,6,209.4,26357,2
price+box+iso,0.02,0,mostBooks,6,207.6,44866,3
price+offset+iso,0.01,55,maxEv,6,207.6,19847,3
price+compact+iso,0.0,60,maxEv,6,207.2,15645,3
price+compact+iso,0.0,60,mostBooks,6,206.0,15644,3
price+box+iso,0.0,55,maxEv,6,205.7,23261,3
price+box+iso,0.01,55,mostBooks,6,204.2,20016,3
compact+box+offset,0.0,60,mostBooks,6,203.4,17767,3
gbm+offset,0.0,55,mostBooks,6,203.2,25078,2
box+gbm,0.04,60,mostBooks,6,202.3,11174,2
price+gbm+offset,0.02,60,maxEv,6,200.7,12072,3
gbm+offset,0.01,55,maxEv,6,200.2,22457,2
compact+iso,0.01,0,maxEv,6,199.9,52867,2
box+gbm+offset,0.04,55,maxEv,6,199.1,15376,3
box+gbm+offset,0.04,55,mostBooks,6,198.4,15374,3
price+offset,0.02,60,maxEv,6,196.0,10112,2
box+gbm,0.0,55,maxEv,6,195.2,25308,2
gbm+offset,0.01,55,mostBooks,6,194.9,22455,2
price+iso,0.01,0,mostBooks,6,194.5,52086,2
price+offset+iso,0.01,55,mostBooks,6,193.9,19848,3
compact+box+iso,0.0,0,mostBooks,6,192.4,59507,3
gbm+offset,0.04,60,mostBooks,6,191.9,11054,2
price+offset+iso,0.0,55,maxEv,6,191.5,23092,3
price+box+iso,0.02,0,maxEv,6,190.9,44864,3
box+iso,0.02,55,maxEv,6,189.4,20096,2
box+gbm+iso,0.02,60,maxEv,6,189.2,13628,3
