market,board,n,winPct,roi,ciLo,clusCiLo,units,events,verdict,why
batter_hits,"base (every candidate, flat)",120269,50.8,-9.24,-9.81,-9.97,-11116.5,5393,FAIL,graded n=120269 >= 500 but ROI -9.24% <= 0%
batter_hits,price-only (full OOS),23,52.17,-14.62,-44.27,-46.09,-3.4,19,FAIL,graded n=23 < 500 and ROI CI lower bound -44.27% <= 0%
batter_hits,board (full OOS),1491,64.65,13.08,8.52,8.42,195.0,1085,PASS,graded n=1491 >= 500 and ROI 13.08% > 0%
batter_hits,all-lines (full OOS),1523,64.35,12.47,8.0,7.75,190.0,1085,PASS,graded n=1523 >= 500 and ROI 12.47% > 0%
batter_hits,board SELECT half,588,61.05,5.06,-1.81,-2.15,29.7,419,PASS,graded n=588 >= 500 and ROI 5.06% > 0%
batter_hits,board VERDICT half,903,67.0,18.31,12.68,12.35,165.3,666,PASS,graded n=903 >= 500 and ROI 18.31% > 0%
batter_rbis,"base (every candidate, flat)",96439,28.92,-12.06,-12.98,-13.05,-11635.2,5409,FAIL,graded n=96439 >= 500 but ROI -12.06% <= 0%
batter_rbis,price-only (full OOS),192,51.56,-15.33,-26.97,-27.31,-29.4,150,FAIL,graded n=192 < 500 and ROI CI lower bound -26.97% <= 0%
batter_rbis,board (full OOS),1670,62.04,0.07,-3.5,-3.86,1.2,1049,PASS,graded n=1670 >= 500 and ROI 0.07% > 0%
batter_rbis,all-lines (full OOS),1728,62.27,0.41,-3.27,-3.49,7.1,1049,PASS,graded n=1728 >= 500 and ROI 0.41% > 0%
batter_rbis,board SELECT half,1151,62.29,0.34,-4.17,-4.17,4.0,706,PASS,graded n=1151 >= 500 and ROI 0.34% > 0%
batter_rbis,board VERDICT half,519,61.46,-0.54,-7.1,-7.58,-2.8,343,FAIL,graded n=519 >= 500 but ROI -0.54% <= 0%
totals,"base (every candidate, flat)",8299,49.43,-4.11,-6.16,-6.75,-341.2,5287,FAIL,graded n=8299 >= 500 but ROI -4.11% <= 0%
totals,price-only (full OOS),0,0.0,0.0,0.0,,0.0,0,NO_DATA,no graded picks in ev_filtered slice
totals,board (full OOS),597,54.44,5.4,-2.14,-2.14,32.2,597,PASS,graded n=597 >= 500 and ROI 5.40% > 0%
totals,all-lines (full OOS),844,53.67,3.11,-3.42,-4.96,26.3,597,PASS,graded n=844 >= 500 and ROI 3.11% > 0%
totals,board SELECT half,334,52.69,2.32,-7.77,-7.77,7.7,334,FAIL,graded n=334 < 500 and ROI CI lower bound -7.77% <= 0%
totals,board VERDICT half,263,56.65,9.32,-1.85,-1.85,24.5,263,FAIL,graded n=263 < 500 and ROI CI lower bound -1.85% <= 0%
spreads,"base (every candidate, flat)",7457,48.28,-2.84,-5.25,-5.51,-211.6,5392,FAIL,graded n=7457 >= 500 but ROI -2.84% <= 0%
spreads,price-only (full OOS),2463,62.73,-0.8,-3.96,-3.96,-19.6,2463,FAIL,graded n=2463 >= 500 but ROI -0.80% <= 0%
spreads,board (full OOS),2463,62.73,-0.8,-3.96,-3.96,-19.6,2463,FAIL,graded n=2463 >= 500 but ROI -0.80% <= 0%
spreads,all-lines (full OOS),3455,63.91,-0.31,-2.64,-2.56,-10.7,2463,FAIL,graded n=3455 >= 500 but ROI -0.31% <= 0%
spreads,board SELECT half,1076,64.41,1.92,-2.81,-2.81,20.7,1076,PASS,graded n=1076 >= 500 and ROI 1.92% > 0%
spreads,board VERDICT half,1387,61.43,-2.91,-6.82,-6.82,-40.3,1387,FAIL,graded n=1387 >= 500 but ROI -2.91% <= 0%
batter_total_bases,"base (every candidate, flat)",116642,45.41,-10.4,-10.97,-11.08,-12131.6,5394,FAIL,graded n=116642 >= 500 but ROI -10.40% <= 0%
batter_total_bases,price-only (full OOS),379,61.74,3.87,-4.63,-4.61,14.7,335,FAIL,graded n=379 < 500 and ROI CI lower bound -4.63% <= 0%
batter_total_bases,board (full OOS),3528,61.54,2.62,-0.16,-0.31,92.5,1669,PASS,graded n=3528 >= 500 and ROI 2.62% > 0%
batter_total_bases,all-lines (full OOS),3669,61.68,2.76,0.01,-0.13,101.2,1669,PASS,graded n=3669 >= 500 and ROI 2.76% > 0%
batter_total_bases,board SELECT half,2152,61.34,1.91,-1.46,-1.88,41.1,937,PASS,graded n=2152 >= 500 and ROI 1.91% > 0%
batter_total_bases,board VERDICT half,1376,61.85,3.74,-0.64,-0.78,51.5,733,PASS,graded n=1376 >= 500 and ROI 3.74% > 0%
batter_home_runs,"base (every candidate, flat)",59338,11.73,-15.88,-17.82,-18.01,-9422.3,3459,FAIL,graded n=59338 >= 500 but ROI -15.88% <= 0%
batter_home_runs,price-only (full OOS),0,0.0,0.0,0.0,,0.0,0,NO_DATA,no graded picks in ev_filtered slice
batter_home_runs,board (full OOS),29,55.17,-13.97,-41.48,-41.48,-4.1,29,FAIL,graded n=29 < 500 and ROI CI lower bound -41.48% <= 0%
batter_home_runs,all-lines (full OOS),31,51.61,-19.52,-48.85,-48.85,-6.1,29,FAIL,graded n=31 < 500 and ROI CI lower bound -48.85% <= 0%
batter_home_runs,board SELECT half,12,66.67,3.25,-36.63,-36.63,0.4,12,FAIL,graded n=12 < 500 and ROI CI lower bound -36.63% <= 0%
batter_home_runs,board VERDICT half,17,47.06,-26.12,-63.13,-63.13,-4.4,17,FAIL,graded n=17 < 500 and ROI CI lower bound -63.13% <= 0%
pitcher_strikeouts,"base (every candidate, flat)",24291,48.81,-5.82,-7.27,-7.81,-1414.8,4858,FAIL,graded n=24291 >= 500 but ROI -5.82% <= 0%
pitcher_strikeouts,price-only (full OOS),0,0.0,0.0,0.0,,0.0,0,NO_DATA,no graded picks in ev_filtered slice
pitcher_strikeouts,board (full OOS),2086,59.01,2.14,-1.65,-1.75,44.7,1762,PASS,graded n=2086 >= 500 and ROI 2.14% > 0%
pitcher_strikeouts,all-lines (full OOS),2338,60.01,1.86,-1.62,-1.79,43.4,1762,PASS,graded n=2338 >= 500 and ROI 1.86% > 0%
pitcher_strikeouts,board SELECT half,1097,59.07,3.23,-1.92,-2.14,35.4,901,PASS,graded n=1097 >= 500 and ROI 3.23% > 0%
pitcher_strikeouts,board VERDICT half,989,58.95,0.94,-4.41,-4.43,9.3,861,PASS,graded n=989 >= 500 and ROI 0.94% > 0%
h2h,"base (every candidate, flat)",5956,53.63,-0.54,-2.89,-2.89,-32.3,5391,FAIL,graded n=5956 >= 500 but ROI -0.54% <= 0%
h2h,price-only (full OOS),762,60.24,-7.12,-12.37,-12.37,-54.2,762,FAIL,graded n=762 >= 500 but ROI -7.12% <= 0%
h2h,board (full OOS),1177,59.81,-0.43,-4.97,-4.97,-5.0,1177,FAIL,graded n=1177 >= 500 but ROI -0.43% <= 0%
h2h,all-lines (full OOS),1279,60.2,0.27,-4.21,-4.21,3.5,1177,PASS,graded n=1279 >= 500 and ROI 0.27% > 0%
h2h,board SELECT half,686,61.37,3.07,-3.33,-3.33,21.1,686,PASS,graded n=686 >= 500 and ROI 3.07% > 0%
h2h,board VERDICT half,491,57.64,-5.31,-12.33,-12.33,-26.1,491,FAIL,graded n=491 < 500 and ROI CI lower bound -12.33% <= 0%
batter_runs_scored,"base (every candidate, flat)",53348,36.99,-12.32,-13.29,-13.68,-6574.8,2954,FAIL,graded n=53348 >= 500 but ROI -12.32% <= 0%
batter_runs_scored,price-only (full OOS),209,56.94,-3.68,-15.05,-15.42,-7.7,161,FAIL,graded n=209 < 500 and ROI CI lower bound -15.05% <= 0%
batter_runs_scored,board (full OOS),5102,61.74,1.79,-0.42,-0.86,91.1,1420,PASS,graded n=5102 >= 500 and ROI 1.79% > 0%
batter_runs_scored,all-lines (full OOS),5336,61.66,1.64,-0.57,-0.91,87.5,1420,PASS,graded n=5336 >= 500 and ROI 1.64% > 0%
batter_runs_scored,board SELECT half,3235,61.21,1.05,-1.74,-2.26,33.8,779,PASS,graded n=3235 >= 500 and ROI 1.05% > 0%
batter_runs_scored,board VERDICT half,1867,62.67,3.07,-0.43,-0.96,57.3,641,PASS,graded n=1867 >= 500 and ROI 3.07% > 0%
pitcher_outs,"base (every candidate, flat)",9821,50.64,-4.02,-5.86,-6.18,-395.3,4383,FAIL,graded n=9821 >= 500 but ROI -4.02% <= 0%
pitcher_outs,price-only (full OOS),181,61.88,2.53,-9.84,-8.02,4.6,176,FAIL,graded n=181 < 500 and ROI CI lower bound -9.84% <= 0%
pitcher_outs,board (full OOS),1664,59.68,3.56,-0.63,-0.68,59.2,1431,PASS,graded n=1664 >= 500 and ROI 3.56% > 0%
pitcher_outs,all-lines (full OOS),1780,59.21,2.87,-1.13,-1.38,51.1,1431,PASS,graded n=1780 >= 500 and ROI 2.87% > 0%
pitcher_outs,board SELECT half,1010,59.11,2.8,-2.49,-2.44,28.2,857,PASS,graded n=1010 >= 500 and ROI 2.80% > 0%
pitcher_outs,board VERDICT half,654,60.55,4.74,-1.53,-1.77,31.0,574,PASS,graded n=654 >= 500 and ROI 4.74% > 0%
batter_strikeouts,"base (every candidate, flat)",27835,49.73,-12.13,-13.21,-13.37,-3375.0,1439,FAIL,graded n=27835 >= 500 but ROI -12.13% <= 0%
batter_strikeouts,price-only (full OOS),354,60.73,-0.39,-9.4,-8.65,-1.4,221,FAIL,graded n=354 < 500 and ROI CI lower bound -9.40% <= 0%
batter_strikeouts,board (full OOS),1053,66.86,9.55,4.94,5.16,100.5,549,PASS,graded n=1053 >= 500 and ROI 9.55% > 0%
batter_strikeouts,all-lines (full OOS),1080,66.76,9.39,4.51,4.83,101.4,549,PASS,graded n=1080 >= 500 and ROI 9.39% > 0%
batter_strikeouts,board SELECT half,755,68.74,12.48,6.81,6.89,94.3,375,PASS,graded n=755 >= 500 and ROI 12.48% > 0%
batter_strikeouts,board VERDICT half,298,62.08,2.11,-6.45,-6.17,6.3,175,FAIL,graded n=298 < 500 and ROI CI lower bound -6.45% <= 0%
