spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
gbm,0.04,60,maxEv,10,288.8,13354,1
gbm,0.04,60,mostBooks,9,269.8,13353,1
compact+gbm,0.02,60,maxEv,8,180.0,12869,2
gbm,0.02,60,maxEv,8,173.5,17509,1
gbm,0.01,60,maxEv,8,158.2,19919,1
compact+gbm,0.04,60,maxEv,7,252.8,8319,2
compact+gbm,0.04,60,mostBooks,7,241.1,8318,2
compact+box+gbm,0.04,60,mostBooks,7,228.4,7787,3
compact+box+gbm,0.04,60,maxEv,7,228.0,7788,3
compact+gbm+offset,0.04,60,mostBooks,7,217.9,7688,3
compact+gbm+offset,0.04,60,maxEv,7,217.5,7689,3
gbm+offset,0.0,60,maxEv,7,217.1,19434,2
gbm+offset,0.0,60,mostBooks,7,215.2,19433,2
box+gbm,0.0,60,maxEv,7,196.2,19597,2
box+gbm,0.0,60,mostBooks,7,190.9,19596,2
compact+gbm,0.02,60,mostBooks,7,166.0,12868,2
gbm,0.02,60,mostBooks,7,150.9,17508,1
gbm,0.01,60,mostBooks,7,133.2,19918,1
box+gbm,0.04,60,maxEv,6,252.7,9702,2
box+gbm,0.04,60,mostBooks,6,247.6,9701,2
gbm+iso,0.04,60,maxEv,6,240.3,9709,2
gbm+offset,0.04,60,maxEv,6,237.0,9574,2
gbm+offset,0.04,60,mostBooks,6,233.8,9573,2
gbm+iso,0.04,60,mostBooks,6,232.4,9708,2
price+gbm,0.04,60,maxEv,6,219.8,6376,2
price+gbm,0.04,60,mostBooks,6,217.6,6375,2
compact+gbm+iso,0.04,60,maxEv,6,207.4,7285,3
compact+gbm+iso,0.04,60,mostBooks,6,203.2,7284,3
box+gbm,0.02,60,maxEv,6,190.7,14049,2
compact+box+gbm,0.0,60,mostBooks,6,189.3,18562,3
gbm+offset+iso,0.04,60,mostBooks,6,187.8,8831,3
compact+box+gbm,0.0,60,maxEv,6,187.4,18562,3
gbm+offset+iso,0.04,60,maxEv,6,185.5,8832,3
compact+gbm+offset,0.0,60,mostBooks,6,180.9,18484,3
compact+gbm,0.01,60,maxEv,6,178.5,15980,2
compact+gbm+offset,0.0,60,maxEv,6,177.8,18485,3
box+gbm+iso,0.04,60,mostBooks,6,177.5,8918,3
box+gbm+iso,0.04,60,maxEv,6,175.5,8919,3
box+gbm,0.01,60,maxEv,6,173.0,16726,2
box+gbm,0.01,60,mostBooks,6,164.9,16725,2
compact+gbm,0.01,60,mostBooks,6,162.1,15979,2
price+compact+gbm,0.0,60,maxEv,6,160.3,18116,3
price+compact+gbm,0.0,60,mostBooks,6,160.2,18115,3
compact+box+gbm,0.02,60,mostBooks,6,155.2,12178,3
compact+box+gbm,0.02,60,maxEv,6,154.2,12179,3
box+gbm+offset,0.04,60,maxEv,6,153.8,9179,3
box+gbm+offset,0.01,60,maxEv,6,150.2,16103,3
box+gbm+offset,0.0,60,maxEv,6,149.4,19001,3
box+gbm+offset,0.04,60,mostBooks,6,148.9,9178,3
box+gbm+offset,0.01,60,mostBooks,6,147.5,16102,3
box+gbm+offset,0.0,60,mostBooks,6,143.9,19001,3
compact+gbm+offset,0.01,60,mostBooks,6,143.2,15209,3
compact+gbm+offset,0.01,60,maxEv,6,142.2,15210,3
box+offset+iso,0.02,60,maxEv,6,141.5,12955,3
box+offset+iso,0.02,60,mostBooks,6,139.6,12954,3
gbm,0.0,60,maxEv,6,134.1,22646,1
box+offset+iso,0.01,60,maxEv,6,134.0,15499,3
box+offset+iso,0.01,60,mostBooks,6,132.0,15499,3
compact+box+gbm,0.01,60,maxEv,6,129.8,15293,3
compact+box+gbm,0.01,60,mostBooks,6,128.8,15292,3
price+gbm+offset,0.01,60,maxEv,6,121.5,14191,3
compact+box+offset,0.01,60,maxEv,6,118.3,15032,3
offset,0.02,60,mostBooks,6,116.9,13550,1
compact+box+offset,0.01,60,mostBooks,6,114.6,15032,3
price+gbm+offset,0.01,60,mostBooks,6,114.5,14190,3
compact+box+offset,0.0,60,maxEv,6,114.5,18167,3
compact+box+offset,0.0,60,mostBooks,6,110.2,18167,3
gbm+offset+iso,0.02,60,mostBooks,6,110.0,12821,3
gbm+offset+iso,0.02,60,maxEv,6,107.4,12822,3
box,0.02,60,maxEv,6,106.7,13786,1
compact+offset,0.0,60,maxEv,6,101.6,17905,2
price+box+gbm,0.01,60,maxEv,6,98.8,14306,3
compact+box,0.0,60,maxEv,6,98.7,18130,2
price+box+offset,0.0,60,maxEv,6,98.6,17474,3
box+gbm+iso,0.0,60,maxEv,6,98.2,18234,3
box,0.02,60,mostBooks,6,97.8,13785,1
box,0.01,60,maxEv,6,97.6,16348,1
gbm+offset+iso,0.0,60,maxEv,6,95.6,18146,3
offset,0.0,60,maxEv,6,95.0,18828,1
box+offset+iso,0.0,60,maxEv,6,94.9,18234,3
box+offset,0.02,60,maxEv,6,92.3,13649,2
price+box+gbm,0.01,60,mostBooks,6,91.4,14305,3
box+offset+iso,0.0,60,mostBooks,6,90.8,18234,3
compact+box,0.0,60,mostBooks,6,90.1,18130,2
box+offset,0.02,60,mostBooks,6,88.7,13648,2
box,0.0,60,mostBooks,6,88.0,19098,1
box,0.04,60,mostBooks,6,87.3,9630,1
compact+offset,0.0,60,mostBooks,6,86.7,17905,2
offset,0.0,60,mostBooks,6,85.7,18827,1
box,0.01,60,mostBooks,6,84.2,16348,1
compact+box+iso,0.01,60,maxEv,6,82.4,13947,3
box+iso,0.01,60,mostBooks,6,81.6,15295,2
offset+iso,0.01,60,mostBooks,6,78.9,15191,2
compact+gbm+iso,0.01,60,maxEv,6,74.5,14100,3
compact+gbm+iso,0.01,60,mostBooks,6,69.2,14099,3
compact+gbm+iso,0.0,60,maxEv,6,63.4,17180,3
compact+gbm+iso,0.0,60,mostBooks,6,57.6,17179,3
offset+iso,0.0,60,mostBooks,6,53.7,17987,2
compact+box,0.01,60,maxEv,6,53.4,14723,2
compact+box+iso,0.0,60,maxEv,6,47.2,17005,3
compact+box,0.01,60,mostBooks,6,40.6,14723,2
compact+box+iso,0.0,60,mostBooks,6,25.9,17006,3
box+iso,0.0,60,mostBooks,6,24.3,18103,2
box+gbm,0.02,60,mostBooks,5,183.4,14048,2
compact+gbm,0.0,60,maxEv,5,180.6,19192,2
gbm+offset,0.02,60,maxEv,5,171.7,13949,2
gbm+offset,0.01,60,maxEv,5,171.6,16641,2
compact+box+offset,0.02,60,maxEv,5,167.7,12155,3
gbm+offset,0.01,60,mostBooks,5,166.8,16640,2
compact+box+offset,0.02,60,mostBooks,5,166.8,12154,3
gbm+offset,0.02,60,mostBooks,5,166.3,13948,2
compact+gbm,0.0,60,mostBooks,5,165.7,19191,2
compact+gbm+offset,0.02,60,mostBooks,5,165.5,12133,3
compact+gbm+offset,0.02,60,maxEv,5,162.5,12134,3
price+box+offset,0.02,60,maxEv,5,157.3,10600,3
price+box+offset,0.02,60,mostBooks,5,154.5,10599,3
compact+offset+iso,0.02,60,maxEv,5,150.6,11159,3
price+box+offset,0.01,60,maxEv,5,146.4,13804,3
price+box+gbm,0.04,60,maxEv,5,145.6,6055,3
price+box+gbm,0.0,60,maxEv,5,143.3,18011,3
price+box+offset,0.01,60,mostBooks,5,142.0,13804,3
price+gbm+offset,0.04,60,maxEv,5,140.7,5956,3
price+box+gbm,0.04,60,mostBooks,5,139.7,6054,3
price+box+gbm,0.0,60,mostBooks,5,137.1,18011,3
price+gbm+offset,0.0,60,maxEv,5,136.9,17878,3
compact+offset+iso,0.02,60,mostBooks,5,136.8,11159,3
price+gbm+offset,0.04,60,mostBooks,5,134.8,5955,3
price+compact+box,0.02,60,maxEv,5,132.9,9026,3
compact+box+iso,0.02,60,mostBooks,5,131.1,11228,3
price+gbm+offset,0.0,60,mostBooks,5,129.1,17877,3
compact+box,0.02,60,maxEv,5,125.2,11641,2
compact+gbm+iso,0.02,60,maxEv,5,124.7,11337,3
offset,0.02,60,maxEv,5,121.7,13552,1
compact+gbm+iso,0.02,60,mostBooks,5,120.9,11336,3
compact,0.01,60,mostBooks,5,118.9,14407,1
compact+offset,0.04,60,maxEv,5,118.9,6964,2
price+compact+offset,0.02,60,maxEv,5,117.0,8728,3
price+offset,0.01,60,maxEv,5,115.1,12626,2
compact+box,0.02,60,mostBooks,5,114.1,11640,2
price+compact+box,0.02,60,mostBooks,5,113.8,9025,3
gbm,0.0,60,mostBooks,5,110.5,22645,1
compact+offset,0.02,60,maxEv,5,105.8,11494,2
compact+offset,0.04,60,mostBooks,5,103.3,6963,2
box+offset,0.0,60,maxEv,5,102.8,18952,2
price+offset,0.01,60,mostBooks,5,101.7,12626,2
gbm+iso,0.02,60,maxEv,5,100.8,13522,2
box,0.0,60,maxEv,5,99.8,19098,1
price+compact+offset,0.02,60,mostBooks,5,98.1,8727,3
compact+box,0.04,60,maxEv,5,97.7,7056,2
box+gbm+iso,0.0,60,mostBooks,5,97.3,18234,3
box,0.04,60,maxEv,5,97.0,9631,1
compact+box+offset,0.04,60,mostBooks,5,96.9,7770,3
box+offset,0.01,60,maxEv,5,96.8,16213,2
box+gbm+iso,0.02,60,mostBooks,5,96.8,12887,3
gbm+iso,0.0,60,maxEv,5,96.7,18736,2
box+offset,0.0,60,mostBooks,5,96.2,18952,2
box+gbm+iso,0.02,60,maxEv,5,94.5,12888,3
price+box+offset,0.0,60,mostBooks,5,93.2,17473,3
gbm+offset+iso,0.0,60,mostBooks,5,93.1,18145,3
gbm+iso,0.02,60,mostBooks,5,92.8,13521,2
box+iso,0.01,60,maxEv,5,92.1,15294,2
compact+offset,0.02,60,mostBooks,5,91.7,11493,2
box+offset,0.01,60,mostBooks,5,90.4,16213,2
offset+iso,0.01,60,maxEv,5,89.4,15190,2
compact+offset+iso,0.01,60,maxEv,5,87.9,13875,3
compact+box,0.04,60,mostBooks,5,87.0,7055,2
gbm+iso,0.0,60,mostBooks,5,86.1,18735,2
offset+iso,0.04,60,mostBooks,5,85.9,8952,2
gbm+iso,0.01,60,maxEv,5,85.1,15994,2
box+iso,0.02,60,maxEv,5,82.0,12830,2
compact+offset,0.01,60,maxEv,5,78.3,14569,2
box+gbm+iso,0.01,60,mostBooks,5,78.0,15378,3
gbm+offset+iso,0.01,60,mostBooks,5,76.1,15277,3
offset,0.01,60,maxEv,5,75.9,16077,1
box+iso,0.02,60,mostBooks,5,75.5,12830,2
gbm+iso,0.01,60,mostBooks,5,74.4,15993,2
box+gbm+iso,0.01,60,maxEv,5,74.4,15379,3
offset+iso,0.02,60,maxEv,5,74.3,12718,2
compact+offset+iso,0.01,60,mostBooks,5,73.1,13876,3
gbm+offset+iso,0.01,60,maxEv,5,72.1,15278,3
price+box+iso,0.01,60,maxEv,5,69.2,12879,3
price+offset+iso,0.01,60,maxEv,5,69.2,12751,3
