arm,innerCut,market,spec,nMembers,tau,collapse,side,aN,aUnits,aPass,bN,bRoi,bUnits
off,0.5,pitcher_outs,price+compact+iso,3,0.04,mostBooks,both,94,-1.32,0,63,-13.53,-8.52
off,0.6,pitcher_outs,price+compact+iso,3,0.04,mostBooks,both,99,-2.94,0,58,-11.897,-6.9
off,0.7,pitcher_outs,price+compact+iso,3,0.04,mostBooks,both,108,-2.03,0,49,-15.944,-7.81
on,0.5,pitcher_outs,price+compact+iso,3,0.0,maxEv,both,215,3.83,0,255,1.669,4.26
on,0.6,pitcher_outs,price+compact+iso,3,0.0,maxEv,both,252,4.06,0,218,1.849,4.03
on,0.7,pitcher_outs,price+compact+iso,3,0.0,maxEv,both,295,9.66,0,175,-0.896,-1.57
on,0.5,pitcher_outs,price+compact+iso,3,0.01,maxEv,both,140,1.11,0,232,1.997,4.63
on,0.6,pitcher_outs,price+compact+iso,3,0.01,maxEv,both,177,1.34,0,195,2.26,4.41
on,0.7,pitcher_outs,price+compact+iso,3,0.01,maxEv,both,220,6.93,0,152,-0.784,-1.19
on,0.5,pitcher_outs,price+compact+iso,3,0.02,maxEv,both,114,-3.61,0,107,-8.964,-9.59
on,0.6,pitcher_outs,price+compact+iso,3,0.02,maxEv,both,151,-3.39,0,70,-14.025,-9.82
on,0.7,pitcher_outs,price+compact+iso,3,0.02,maxEv,both,183,-4.37,0,38,-23.256,-8.84
on,0.5,pitcher_outs,price+compact+iso,3,0.04,maxEv,both,79,-2.78,0,20,4.88,0.98
on,0.6,pitcher_outs,price+compact+iso,3,0.04,maxEv,both,79,-2.78,0,20,4.88,0.98
on,0.7,pitcher_outs,price+compact+iso,3,0.04,maxEv,both,83,-1.79,0,16,-0.094,-0.02
on,0.5,pitcher_outs,price+compact+iso,3,0.0,mostBooks,both,215,5.35,0,255,1.697,4.33
on,0.6,pitcher_outs,price+compact+iso,3,0.0,mostBooks,both,252,5.57,0,218,1.882,4.1
on,0.7,pitcher_outs,price+compact+iso,3,0.0,mostBooks,both,295,11.17,0,175,-0.855,-1.5
on,0.5,pitcher_outs,price+compact+iso,3,0.01,mostBooks,both,140,2.63,0,232,2.028,4.7
on,0.6,pitcher_outs,price+compact+iso,3,0.01,mostBooks,both,177,2.85,0,195,2.297,4.48
on,0.7,pitcher_outs,price+compact+iso,3,0.01,mostBooks,both,220,8.45,0,152,-0.737,-1.12
on,0.5,pitcher_outs,price+compact+iso,3,0.02,mostBooks,both,114,-2.1,0,107,-8.964,-9.59
on,0.6,pitcher_outs,price+compact+iso,3,0.02,mostBooks,both,151,-1.87,0,70,-14.025,-9.82
on,0.7,pitcher_outs,price+compact+iso,3,0.02,mostBooks,both,183,-2.85,0,38,-23.256,-8.84
on,0.5,pitcher_outs,price+compact+iso,3,0.04,mostBooks,both,79,-2.78,0,20,4.88,0.98
on,0.6,pitcher_outs,price+compact+iso,3,0.04,mostBooks,both,79,-2.78,0,20,4.88,0.98
on,0.7,pitcher_outs,price+compact+iso,3,0.04,mostBooks,both,83,-1.79,0,16,-0.094,-0.02
off,0.5,pitcher_outs,price+box+gbm,3,0.0,maxEv,both,318,-7.58,0,332,0.003,0.01
off,0.6,pitcher_outs,price+box+gbm,3,0.0,maxEv,both,380,-14.16,0,270,2.441,6.59
off,0.7,pitcher_outs,price+box+gbm,3,0.0,maxEv,both,448,-5.26,0,202,-1.145,-2.31
off,0.5,pitcher_outs,price+box+gbm,3,0.01,maxEv,both,300,-5.7,0,320,-0.291,-0.93
off,0.6,pitcher_outs,price+box+gbm,3,0.01,maxEv,both,361,-11.28,0,259,1.795,4.65
off,0.7,pitcher_outs,price+box+gbm,3,0.01,maxEv,both,425,-3.26,0,195,-1.728,-3.37
off,0.5,pitcher_outs,price+box+gbm,3,0.02,maxEv,both,273,-2.48,0,299,-0.852,-2.55
off,0.6,pitcher_outs,price+box+gbm,3,0.02,maxEv,both,331,-6.73,0,241,0.705,1.7
off,0.7,pitcher_outs,price+box+gbm,3,0.02,maxEv,both,390,1.45,0,182,-3.561,-6.48
off,0.5,pitcher_outs,price+box+gbm,3,0.04,maxEv,both,217,-3.2,0,237,-0.744,-1.76
off,0.6,pitcher_outs,price+box+gbm,3,0.04,maxEv,both,264,-9.41,0,190,2.344,4.45
off,0.7,pitcher_outs,price+box+gbm,3,0.04,maxEv,both,315,-2.74,0,139,-1.595,-2.22
off,0.5,pitcher_outs,price+box+gbm,3,0.0,mostBooks,both,318,-7.51,0,332,0.56,1.86
off,0.6,pitcher_outs,price+box+gbm,3,0.0,mostBooks,both,380,-14.09,0,270,3.126,8.44
off,0.7,pitcher_outs,price+box+gbm,3,0.0,mostBooks,both,448,-4.97,0,202,-0.338,-0.68
off,0.5,pitcher_outs,price+box+gbm,3,0.01,mostBooks,both,300,-7.23,0,320,0.825,2.64
off,0.6,pitcher_outs,price+box+gbm,3,0.01,mostBooks,both,361,-12.81,0,259,3.175,8.22
off,0.7,pitcher_outs,price+box+gbm,3,0.01,mostBooks,both,425,-4.57,0,195,-0.008,-0.02
off,0.5,pitcher_outs,price+box+gbm,3,0.02,mostBooks,both,273,-4.01,0,299,0.342,1.02
off,0.6,pitcher_outs,price+box+gbm,3,0.02,mostBooks,both,331,-8.26,0,241,2.188,5.27
off,0.7,pitcher_outs,price+box+gbm,3,0.02,mostBooks,both,390,0.14,0,182,-1.718,-3.13
off,0.5,pitcher_outs,price+box+gbm,3,0.04,mostBooks,both,217,-4.76,0,237,-0.645,-1.53
off,0.6,pitcher_outs,price+box+gbm,3,0.04,mostBooks,both,264,-10.97,0,190,2.466,4.69
off,0.7,pitcher_outs,price+box+gbm,3,0.04,mostBooks,both,315,-4.08,0,139,-1.585,-2.2
on,0.5,pitcher_outs,price+box+gbm,3,0.0,maxEv,both,300,-19.04,0,162,2.13,3.45
on,0.6,pitcher_outs,price+box+gbm,3,0.0,maxEv,both,365,-27.28,0,97,12.05,11.69
on,0.7,pitcher_outs,price+box+gbm,3,0.0,maxEv,both,433,-18.16,0,29,8.848,2.57
on,0.5,pitcher_outs,price+box+gbm,3,0.01,maxEv,both,255,-8.26,0,51,10.563,5.39
on,0.6,pitcher_outs,price+box+gbm,3,0.01,maxEv,both,267,-7.89,0,39,12.863,5.02
on,0.7,pitcher_outs,price+box+gbm,3,0.01,maxEv,both,277,-5.44,0,29,8.848,2.57
on,0.5,pitcher_outs,price+box+gbm,3,0.02,maxEv,both,230,-5.41,0,50,9.175,4.59
on,0.6,pitcher_outs,price+box+gbm,3,0.02,maxEv,both,242,-5.04,0,38,11.096,4.22
on,0.7,pitcher_outs,price+box+gbm,3,0.02,maxEv,both,251,-3.39,0,29,8.848,2.57
on,0.5,pitcher_outs,price+box+gbm,3,0.04,maxEv,both,189,-6.5,0,50,9.175,4.59
on,0.6,pitcher_outs,price+box+gbm,3,0.04,maxEv,both,201,-6.12,0,38,11.096,4.22
on,0.7,pitcher_outs,price+box+gbm,3,0.04,maxEv,both,210,-4.47,0,29,8.848,2.57
on,0.5,pitcher_outs,price+box+gbm,3,0.0,mostBooks,both,300,-17.24,0,162,2.281,3.7
on,0.6,pitcher_outs,price+box+gbm,3,0.0,mostBooks,both,365,-25.24,0,97,12.05,11.69
on,0.7,pitcher_outs,price+box+gbm,3,0.0,mostBooks,both,433,-16.12,0,29,8.848,2.57
on,0.5,pitcher_outs,price+box+gbm,3,0.01,mostBooks,both,255,-8.06,0,51,10.563,5.39
on,0.6,pitcher_outs,price+box+gbm,3,0.01,mostBooks,both,267,-7.69,0,39,12.863,5.02
on,0.7,pitcher_outs,price+box+gbm,3,0.01,mostBooks,both,277,-5.23,0,29,8.848,2.57
on,0.5,pitcher_outs,price+box+gbm,3,0.02,mostBooks,both,230,-5.21,0,50,9.175,4.59
on,0.6,pitcher_outs,price+box+gbm,3,0.02,mostBooks,both,242,-4.84,0,38,11.096,4.22
on,0.7,pitcher_outs,price+box+gbm,3,0.02,mostBooks,both,251,-3.19,0,29,8.848,2.57
on,0.5,pitcher_outs,price+box+gbm,3,0.04,mostBooks,both,189,-6.32,0,50,9.175,4.59
on,0.6,pitcher_outs,price+box+gbm,3,0.04,mostBooks,both,201,-5.95,0,38,11.096,4.22
on,0.7,pitcher_outs,price+box+gbm,3,0.04,mostBooks,both,210,-4.3,0,29,8.848,2.57
off,0.5,pitcher_outs,price+box+offset,3,0.0,maxEv,both,363,3.02,0,372,0.607,2.26
off,0.6,pitcher_outs,price+box+offset,3,0.0,maxEv,both,429,4.7,0,306,0.187,0.57
off,0.7,pitcher_outs,price+box+offset,3,0.0,maxEv,both,507,17.69,1,228,-5.443,-12.41
off,0.5,pitcher_outs,price+box+offset,3,0.01,maxEv,both,347,6.13,0,361,0.979,3.53
off,0.6,pitcher_outs,price+box+offset,3,0.01,maxEv,both,412,8.82,0,296,0.287,0.85
off,0.7,pitcher_outs,price+box+offset,3,0.01,maxEv,both,490,21.8,0,218,-5.566,-12.13
off,0.5,pitcher_outs,price+box+offset,3,0.02,maxEv,both,321,4.67,0,345,-0.357,-1.23
off,0.6,pitcher_outs,price+box+offset,3,0.02,maxEv,both,384,6.15,0,282,-0.963,-2.72
off,0.7,pitcher_outs,price+box+offset,3,0.02,maxEv,both,458,16.67,0,208,-6.362,-13.23
off,0.5,pitcher_outs,price+box+offset,3,0.04,maxEv,both,285,-2.97,0,298,0.269,0.8
off,0.6,pitcher_outs,price+box+offset,3,0.04,maxEv,both,344,-0.77,0,239,-0.588,-1.41
off,0.7,pitcher_outs,price+box+offset,3,0.04,maxEv,both,411,7.28,0,172,-5.495,-9.45
off,0.5,pitcher_outs,price+box+offset,3,0.0,mostBooks,both,363,3.18,0,372,1.13,4.2
off,0.6,pitcher_outs,price+box+offset,3,0.0,mostBooks,both,429,5.11,0,306,0.743,2.27
off,0.7,pitcher_outs,price+box+offset,3,0.0,mostBooks,both,507,19.89,1,228,-5.486,-12.51
off,0.5,pitcher_outs,price+box+offset,3,0.01,mostBooks,both,347,4.72,0,361,1.936,6.99
off,0.6,pitcher_outs,price+box+offset,3,0.01,mostBooks,both,412,7.65,0,296,1.371,4.06
off,0.7,pitcher_outs,price+box+offset,3,0.01,mostBooks,both,490,22.43,0,218,-4.919,-10.72
off,0.5,pitcher_outs,price+box+offset,3,0.02,mostBooks,both,321,4.81,0,345,0.691,2.38
off,0.6,pitcher_outs,price+box+offset,3,0.02,mostBooks,both,384,6.54,0,282,0.233,0.66
off,0.7,pitcher_outs,price+box+offset,3,0.02,mostBooks,both,458,18.86,0,208,-5.607,-11.66
off,0.5,pitcher_outs,price+box+offset,3,0.04,mostBooks,both,285,-2.73,0,298,0.955,2.84
off,0.6,pitcher_outs,price+box+offset,3,0.04,mostBooks,both,344,-0.28,0,239,0.165,0.39
off,0.7,pitcher_outs,price+box+offset,3,0.04,mostBooks,both,411,9.56,0,172,-5.495,-9.45
on,0.5,pitcher_outs,price+box+offset,3,0.0,maxEv,both,370,-0.82,0,294,2.477,7.28
on,0.6,pitcher_outs,price+box+offset,3,0.0,maxEv,both,446,0.51,0,218,2.731,5.95
on,0.7,pitcher_outs,price+box+offset,3,0.0,maxEv,both,525,14.07,1,139,-5.474,-7.61
on,0.5,pitcher_outs,price+box+offset,3,0.01,maxEv,both,356,1.92,0,216,5.172,11.17
on,0.6,pitcher_outs,price+box+offset,3,0.01,maxEv,both,426,2.95,0,146,6.95,10.15
on,0.7,pitcher_outs,price+box+offset,3,0.01,maxEv,both,502,14.7,1,70,-2.292,-1.6
on,0.5,pitcher_outs,price+box+offset,3,0.02,maxEv,both,306,-2.15,0,25,-6.715,-1.68
on,0.6,pitcher_outs,price+box+offset,3,0.02,maxEv,both,329,-3.43,0,2,-19.697,-0.39
on,0.7,pitcher_outs,price+box+offset,3,0.02,maxEv,both,330,-2.83,0,1,-100.0,-1.0
on,0.5,pitcher_outs,price+box+offset,3,0.04,maxEv,both,238,-2.76,0,1,-100.0,-1.0
on,0.6,pitcher_outs,price+box+offset,3,0.04,maxEv,both,238,-2.76,0,1,-100.0,-1.0
on,0.7,pitcher_outs,price+box+offset,3,0.04,maxEv,both,238,-2.76,0,1,-100.0,-1.0
on,0.5,pitcher_outs,price+box+offset,3,0.0,mostBooks,both,370,-0.65,0,294,3.707,10.9
on,0.6,pitcher_outs,price+box+offset,3,0.0,mostBooks,both,446,0.93,0,218,4.278,9.33
on,0.7,pitcher_outs,price+box+offset,3,0.0,mostBooks,both,525,16.29,1,139,-4.343,-6.04
on,0.5,pitcher_outs,price+box+offset,3,0.01,mostBooks,both,356,0.52,0,216,6.126,13.23
on,0.6,pitcher_outs,price+box+offset,3,0.01,mostBooks,both,426,1.79,0,146,8.194,11.96
on,0.7,pitcher_outs,price+box+offset,3,0.01,mostBooks,both,502,15.34,1,70,-2.269,-1.59
on,0.5,pitcher_outs,price+box+offset,3,0.02,mostBooks,both,306,-1.99,0,25,-6.715,-1.68
on,0.6,pitcher_outs,price+box+offset,3,0.02,mostBooks,both,329,-3.27,0,2,-19.697,-0.39
on,0.7,pitcher_outs,price+box+offset,3,0.02,mostBooks,both,330,-2.67,0,1,-100.0,-1.0
on,0.5,pitcher_outs,price+box+offset,3,0.04,mostBooks,both,238,-2.51,0,1,-100.0,-1.0
on,0.6,pitcher_outs,price+box+offset,3,0.04,mostBooks,both,238,-2.51,0,1,-100.0,-1.0
on,0.7,pitcher_outs,price+box+offset,3,0.04,mostBooks,both,238,-2.51,0,1,-100.0,-1.0
off,0.5,pitcher_outs,price+box+iso,3,0.0,maxEv,both,309,0.14,0,268,0.411,1.1
off,0.6,pitcher_outs,price+box+iso,3,0.0,maxEv,both,353,1.7,0,224,-0.201,-0.45
off,0.7,pitcher_outs,price+box+iso,3,0.0,maxEv,both,399,10.97,0,178,-5.464,-9.73
off,0.5,pitcher_outs,price+box+iso,3,0.01,maxEv,both,276,4.22,0,244,0.419,1.02
off,0.6,pitcher_outs,price+box+iso,3,0.01,maxEv,both,317,5.47,0,203,-0.112,-0.23
off,0.7,pitcher_outs,price+box+iso,3,0.01,maxEv,both,358,14.92,0,162,-5.973,-9.68
off,0.5,pitcher_outs,price+box+iso,3,0.02,maxEv,both,238,0.07,0,208,0.814,1.69
off,0.6,pitcher_outs,price+box+iso,3,0.02,maxEv,both,276,4.32,0,170,-1.504,-2.56
off,0.7,pitcher_outs,price+box+iso,3,0.02,maxEv,both,312,10.55,0,134,-6.556,-8.78
off,0.5,pitcher_outs,price+box+iso,3,0.04,maxEv,both,188,-6.69,0,166,-5.159,-8.56
off,0.6,pitcher_outs,price+box+iso,3,0.04,maxEv,both,218,-7.49,0,136,-5.711,-7.77
off,0.7,pitcher_outs,price+box+iso,3,0.04,maxEv,both,242,-4.11,0,112,-9.953,-11.15
off,0.5,pitcher_outs,price+box+iso,3,0.0,mostBooks,both,309,1.66,0,268,-0.152,-0.41
off,0.6,pitcher_outs,price+box+iso,3,0.0,mostBooks,both,353,3.21,0,224,-0.875,-1.96
off,0.7,pitcher_outs,price+box+iso,3,0.0,mostBooks,both,399,12.49,0,178,-6.312,-11.24
off,0.5,pitcher_outs,price+box+iso,3,0.01,mostBooks,both,276,5.74,0,244,0.419,1.02
off,0.6,pitcher_outs,price+box+iso,3,0.01,mostBooks,both,317,6.99,0,203,-0.112,-0.23
off,0.7,pitcher_outs,price+box+iso,3,0.01,mostBooks,both,358,16.44,0,162,-5.973,-9.68
off,0.5,pitcher_outs,price+box+iso,3,0.02,mostBooks,both,238,1.61,0,208,0.814,1.69
off,0.6,pitcher_outs,price+box+iso,3,0.02,mostBooks,both,276,5.86,0,170,-1.504,-2.56
off,0.7,pitcher_outs,price+box+iso,3,0.02,mostBooks,both,312,12.09,0,134,-6.556,-8.78
off,0.5,pitcher_outs,price+box+iso,3,0.04,mostBooks,both,188,-5.15,0,166,-5.159,-8.56
off,0.6,pitcher_outs,price+box+iso,3,0.04,mostBooks,both,218,-5.95,0,136,-5.711,-7.77
off,0.7,pitcher_outs,price+box+iso,3,0.04,mostBooks,both,242,-2.57,0,112,-9.953,-11.15
on,0.5,pitcher_outs,price+box+iso,3,0.0,maxEv,both,306,-0.11,0,157,2.612,4.1
on,0.6,pitcher_outs,price+box+iso,3,0.0,maxEv,both,347,1.14,0,116,2.458,2.85
on,0.7,pitcher_outs,price+box+iso,3,0.0,maxEv,both,375,10.65,0,88,-7.56,-6.65
on,0.5,pitcher_outs,price+box+iso,3,0.01,maxEv,both,238,-0.47,0,143,-0.038,-0.05
on,0.6,pitcher_outs,price+box+iso,3,0.01,maxEv,both,274,1.0,0,107,-1.423,-1.52
on,0.7,pitcher_outs,price+box+iso,3,0.01,maxEv,both,294,6.75,0,87,-8.365,-7.28
on,0.5,pitcher_outs,price+box+iso,3,0.02,maxEv,both,206,-2.58,0,112,-2.517,-2.82
on,0.6,pitcher_outs,price+box+iso,3,0.02,maxEv,both,212,-3.11,0,106,-2.162,-2.29
on,0.7,pitcher_outs,price+box+iso,3,0.02,maxEv,both,231,1.87,0,87,-8.365,-7.28
on,0.5,pitcher_outs,price+box+iso,3,0.04,maxEv,both,148,-5.08,0,59,4.219,2.49
on,0.6,pitcher_outs,price+box+iso,3,0.04,maxEv,both,148,-5.08,0,59,4.219,2.49
on,0.7,pitcher_outs,price+box+iso,3,0.04,maxEv,both,167,-0.09,0,40,-6.242,-2.5
on,0.5,pitcher_outs,price+box+iso,3,0.0,mostBooks,both,306,1.41,0,157,2.612,4.1
on,0.6,pitcher_outs,price+box+iso,3,0.0,mostBooks,both,347,2.66,0,116,2.458,2.85
on,0.7,pitcher_outs,price+box+iso,3,0.0,mostBooks,both,375,12.16,0,88,-7.56,-6.65
on,0.5,pitcher_outs,price+box+iso,3,0.01,mostBooks,both,238,1.04,0,143,-0.038,-0.05
on,0.6,pitcher_outs,price+box+iso,3,0.01,mostBooks,both,274,2.51,0,107,-1.423,-1.52
on,0.7,pitcher_outs,price+box+iso,3,0.01,mostBooks,both,294,8.27,0,87,-8.365,-7.28
on,0.5,pitcher_outs,price+box+iso,3,0.02,mostBooks,both,206,-1.05,0,112,-2.517,-2.82
on,0.6,pitcher_outs,price+box+iso,3,0.02,mostBooks,both,212,-1.57,0,106,-2.162,-2.29
on,0.7,pitcher_outs,price+box+iso,3,0.02,mostBooks,both,231,3.41,0,87,-8.365,-7.28
on,0.5,pitcher_outs,price+box+iso,3,0.04,mostBooks,both,148,-3.54,0,59,4.219,2.49
on,0.6,pitcher_outs,price+box+iso,3,0.04,mostBooks,both,148,-3.54,0,59,4.219,2.49
on,0.7,pitcher_outs,price+box+iso,3,0.04,mostBooks,both,167,1.44,0,40,-6.242,-2.5
off,0.5,pitcher_outs,price+gbm+offset,3,0.0,maxEv,both,316,-5.58,0,332,0.003,0.01
off,0.6,pitcher_outs,price+gbm+offset,3,0.0,maxEv,both,378,-12.16,0,270,2.441,6.59
off,0.7,pitcher_outs,price+gbm+offset,3,0.0,maxEv,both,446,-3.26,0,202,-1.145,-2.31
off,0.5,pitcher_outs,price+gbm+offset,3,0.01,maxEv,both,298,-3.7,0,320,-0.291,-0.93
off,0.6,pitcher_outs,price+gbm+offset,3,0.01,maxEv,both,359,-9.28,0,259,1.795,4.65
off,0.7,pitcher_outs,price+gbm+offset,3,0.01,maxEv,both,423,-1.26,0,195,-1.728,-3.37
off,0.5,pitcher_outs,price+gbm+offset,3,0.02,maxEv,both,271,-0.48,0,300,-0.659,-1.98
off,0.6,pitcher_outs,price+gbm+offset,3,0.02,maxEv,both,329,-4.73,0,242,0.938,2.27
off,0.7,pitcher_outs,price+gbm+offset,3,0.02,maxEv,both,388,3.45,0,183,-3.229,-5.91
off,0.5,pitcher_outs,price+gbm+offset,3,0.04,maxEv,both,216,-2.2,0,237,-0.744,-1.76
off,0.6,pitcher_outs,price+gbm+offset,3,0.04,maxEv,both,263,-8.41,0,190,2.344,4.45
off,0.7,pitcher_outs,price+gbm+offset,3,0.04,maxEv,both,314,-1.74,0,139,-1.595,-2.22
off,0.5,pitcher_outs,price+gbm+offset,3,0.0,mostBooks,both,316,-5.51,0,332,1.004,3.33
off,0.6,pitcher_outs,price+gbm+offset,3,0.0,mostBooks,both,378,-12.09,0,270,3.673,9.92
off,0.7,pitcher_outs,price+gbm+offset,3,0.0,mostBooks,both,446,-2.97,0,202,0.393,0.79
off,0.5,pitcher_outs,price+gbm+offset,3,0.01,mostBooks,both,298,-5.23,0,320,0.825,2.64
off,0.6,pitcher_outs,price+gbm+offset,3,0.01,mostBooks,both,359,-10.81,0,259,3.175,8.22
off,0.7,pitcher_outs,price+gbm+offset,3,0.01,mostBooks,both,423,-2.57,0,195,-0.008,-0.02
off,0.5,pitcher_outs,price+gbm+offset,3,0.02,mostBooks,both,271,-2.01,0,300,0.532,1.6
off,0.6,pitcher_outs,price+gbm+offset,3,0.02,mostBooks,both,329,-6.26,0,242,2.415,5.84
off,0.7,pitcher_outs,price+gbm+offset,3,0.02,mostBooks,both,388,2.14,0,183,-1.397,-2.56
off,0.5,pitcher_outs,price+gbm+offset,3,0.04,mostBooks,both,216,-3.76,0,237,-0.645,-1.53
off,0.6,pitcher_outs,price+gbm+offset,3,0.04,mostBooks,both,263,-9.97,0,190,2.466,4.69
off,0.7,pitcher_outs,price+gbm+offset,3,0.04,mostBooks,both,314,-3.08,0,139,-1.585,-2.2
on,0.5,pitcher_outs,price+gbm+offset,3,0.0,maxEv,both,321,-12.31,0,156,0.855,1.33
on,0.6,pitcher_outs,price+gbm+offset,3,0.0,maxEv,both,386,-20.55,0,91,10.519,9.57
on,0.7,pitcher_outs,price+gbm+offset,3,0.0,maxEv,both,448,-11.83,0,29,2.937,0.85
on,0.5,pitcher_outs,price+gbm+offset,3,0.01,maxEv,both,253,-6.26,0,51,7.202,3.67
on,0.6,pitcher_outs,price+gbm+offset,3,0.01,maxEv,both,265,-5.89,0,39,8.467,3.3
on,0.7,pitcher_outs,price+gbm+offset,3,0.01,maxEv,both,275,-3.44,0,29,2.937,0.85
on,0.5,pitcher_outs,price+gbm+offset,3,0.02,maxEv,both,228,-3.41,0,51,7.202,3.67
on,0.6,pitcher_outs,price+gbm+offset,3,0.02,maxEv,both,240,-3.04,0,39,8.467,3.3
on,0.7,pitcher_outs,price+gbm+offset,3,0.02,maxEv,both,250,-0.59,0,29,2.937,0.85
on,0.5,pitcher_outs,price+gbm+offset,3,0.04,maxEv,both,188,-5.5,0,49,11.578,5.67
on,0.6,pitcher_outs,price+gbm+offset,3,0.04,maxEv,both,200,-5.12,0,37,14.33,5.3
on,0.7,pitcher_outs,price+gbm+offset,3,0.04,maxEv,both,210,-2.67,0,27,10.562,2.85
on,0.5,pitcher_outs,price+gbm+offset,3,0.0,mostBooks,both,321,-10.51,0,156,1.012,1.58
on,0.6,pitcher_outs,price+gbm+offset,3,0.0,mostBooks,both,386,-18.5,0,91,10.519,9.57
on,0.7,pitcher_outs,price+gbm+offset,3,0.0,mostBooks,both,448,-9.78,0,29,2.937,0.85
on,0.5,pitcher_outs,price+gbm+offset,3,0.01,mostBooks,both,253,-6.06,0,51,7.202,3.67
on,0.6,pitcher_outs,price+gbm+offset,3,0.01,mostBooks,both,265,-5.69,0,39,8.467,3.3
on,0.7,pitcher_outs,price+gbm+offset,3,0.01,mostBooks,both,275,-3.23,0,29,2.937,0.85
on,0.5,pitcher_outs,price+gbm+offset,3,0.02,mostBooks,both,228,-3.21,0,51,7.202,3.67
on,0.6,pitcher_outs,price+gbm+offset,3,0.02,mostBooks,both,240,-2.84,0,39,8.467,3.3
on,0.7,pitcher_outs,price+gbm+offset,3,0.02,mostBooks,both,250,-0.39,0,29,2.937,0.85
on,0.5,pitcher_outs,price+gbm+offset,3,0.04,mostBooks,both,188,-5.32,0,49,11.578,5.67
on,0.6,pitcher_outs,price+gbm+offset,3,0.04,mostBooks,both,200,-4.95,0,37,14.33,5.3
on,0.7,pitcher_outs,price+gbm+offset,3,0.04,mostBooks,both,210,-2.5,0,27,10.562,2.85
off,0.5,pitcher_outs,price+gbm+iso,3,0.0,maxEv,both,253,3.97,0,211,2.515,5.31
off,0.6,pitcher_outs,price+gbm+iso,3,0.0,maxEv,both,284,1.54,0,180,4.298,7.74
off,0.7,pitcher_outs,price+gbm+iso,3,0.0,maxEv,both,313,3.61,0,151,3.753,5.67
off,0.5,pitcher_outs,price+gbm+iso,3,0.01,maxEv,both,227,6.05,0,194,2.388,4.63
off,0.6,pitcher_outs,price+gbm+iso,3,0.01,maxEv,both,257,2.95,0,164,4.713,7.73
off,0.7,pitcher_outs,price+gbm+iso,3,0.01,maxEv,both,284,5.39,0,137,3.861,5.29
off,0.5,pitcher_outs,price+gbm+iso,3,0.02,maxEv,both,199,1.79,0,164,2.551,4.18
off,0.6,pitcher_outs,price+gbm+iso,3,0.02,maxEv,both,225,-2.09,0,138,5.844,8.06
off,0.7,pitcher_outs,price+gbm+iso,3,0.02,maxEv,both,245,1.01,0,118,4.201,4.96
off,0.5,pitcher_outs,price+gbm+iso,3,0.04,maxEv,both,156,2.72,0,124,2.648,3.28
off,0.6,pitcher_outs,price+gbm+iso,3,0.04,maxEv,both,173,-0.38,0,107,5.968,6.39
off,0.7,pitcher_outs,price+gbm+iso,3,0.04,maxEv,both,189,0.26,0,91,6.314,5.75
off,0.5,pitcher_outs,price+gbm+iso,3,0.0,mostBooks,both,253,0.35,0,211,1.806,3.81
off,0.6,pitcher_outs,price+gbm+iso,3,0.0,mostBooks,both,284,-2.08,0,180,3.467,6.24
off,0.7,pitcher_outs,price+gbm+iso,3,0.0,mostBooks,both,313,-0.02,0,151,2.762,4.17
off,0.5,pitcher_outs,price+gbm+iso,3,0.01,mostBooks,both,227,2.47,0,194,1.617,3.14
off,0.6,pitcher_outs,price+gbm+iso,3,0.01,mostBooks,both,257,-0.63,0,164,3.801,6.23
off,0.7,pitcher_outs,price+gbm+iso,3,0.01,mostBooks,both,284,1.81,0,137,2.769,3.79
off,0.5,pitcher_outs,price+gbm+iso,3,0.02,mostBooks,both,199,-1.79,0,164,1.639,2.69
off,0.6,pitcher_outs,price+gbm+iso,3,0.02,mostBooks,both,225,-5.67,0,138,4.76,6.57
off,0.7,pitcher_outs,price+gbm+iso,3,0.02,mostBooks,both,245,-2.56,0,118,2.933,3.46
off,0.5,pitcher_outs,price+gbm+iso,3,0.04,mostBooks,both,156,-0.85,0,124,2.659,3.3
off,0.6,pitcher_outs,price+gbm+iso,3,0.04,mostBooks,both,173,-3.96,0,107,5.981,6.4
off,0.7,pitcher_outs,price+gbm+iso,3,0.04,mostBooks,both,189,-3.32,0,91,6.329,5.76
on,0.5,pitcher_outs,price+gbm+iso,3,0.0,maxEv,both,220,1.31,0,160,2.095,3.35
on,0.6,pitcher_outs,price+gbm+iso,3,0.0,maxEv,both,251,-1.12,0,129,4.482,5.78
on,0.7,pitcher_outs,price+gbm+iso,3,0.0,maxEv,both,279,1.95,0,101,2.685,2.71
on,0.5,pitcher_outs,price+gbm+iso,3,0.01,maxEv,both,199,-0.02,0,72,1.558,1.12
on,0.6,pitcher_outs,price+gbm+iso,3,0.01,maxEv,both,202,0.61,0,69,0.708,0.49
on,0.7,pitcher_outs,price+gbm+iso,3,0.01,maxEv,both,214,5.02,0,57,-6.88,-3.92
on,0.5,pitcher_outs,price+gbm+iso,3,0.02,maxEv,both,179,-2.58,0,43,5.534,2.38
on,0.6,pitcher_outs,price+gbm+iso,3,0.02,maxEv,both,182,-1.95,0,40,4.365,1.75
on,0.7,pitcher_outs,price+gbm+iso,3,0.02,maxEv,both,187,-0.22,0,35,0.051,0.02
on,0.5,pitcher_outs,price+gbm+iso,3,0.04,maxEv,both,134,-1.7,0,43,5.534,2.38
on,0.6,pitcher_outs,price+gbm+iso,3,0.04,maxEv,both,137,-1.06,0,40,4.365,1.75
