arm,innerCut,market,spec,nMembers,tau,collapse,side,aN,aUnits,aPass,bN,bRoi,bUnits
off,0.6,batter_rbis,compact+offset+iso,3,0.01,maxEv,under,918,-2.67,0,379,1.58,5.99
off,0.7,batter_rbis,compact+offset+iso,3,0.01,maxEv,under,999,-5.96,0,298,3.114,9.28
off,0.5,batter_rbis,compact+offset+iso,3,0.02,maxEv,under,695,22.63,1,311,-1.854,-5.77
off,0.6,batter_rbis,compact+offset+iso,3,0.02,maxEv,under,754,9.59,1,252,2.886,7.27
off,0.7,batter_rbis,compact+offset+iso,3,0.02,maxEv,under,800,6.78,1,206,4.897,10.09
off,0.5,batter_rbis,compact+offset+iso,3,0.04,maxEv,under,442,27.65,0,147,-7.249,-10.66
off,0.6,batter_rbis,compact+offset+iso,3,0.04,maxEv,under,472,19.96,0,117,-2.541,-2.97
off,0.7,batter_rbis,compact+offset+iso,3,0.04,maxEv,under,494,20.23,0,95,-3.407,-3.24
off,0.5,batter_rbis,compact+offset+iso,3,0.0,mostBooks,under,1014,-6.79,0,610,1.372,8.37
off,0.6,batter_rbis,compact+offset+iso,3,0.0,mostBooks,under,1110,-11.68,0,514,2.58,13.26
off,0.7,batter_rbis,compact+offset+iso,3,0.0,mostBooks,under,1215,-15.01,0,409,4.056,16.59
off,0.5,batter_rbis,compact+offset+iso,3,0.01,mostBooks,under,839,1.2,1,458,-0.128,-0.58
off,0.6,batter_rbis,compact+offset+iso,3,0.01,mostBooks,under,918,-5.26,0,379,1.549,5.87
off,0.7,batter_rbis,compact+offset+iso,3,0.01,mostBooks,under,999,-8.55,0,298,3.074,9.16
off,0.5,batter_rbis,compact+offset+iso,3,0.02,mostBooks,under,695,20.05,1,311,-1.892,-5.89
off,0.6,batter_rbis,compact+offset+iso,3,0.02,mostBooks,under,754,7.01,1,252,2.839,7.15
off,0.7,batter_rbis,compact+offset+iso,3,0.02,mostBooks,under,800,4.19,1,206,4.839,9.97
off,0.5,batter_rbis,compact+offset+iso,3,0.04,mostBooks,under,442,24.99,0,147,-7.33,-10.77
off,0.6,batter_rbis,compact+offset+iso,3,0.04,mostBooks,under,472,17.31,0,117,-2.643,-3.09
off,0.7,batter_rbis,compact+offset+iso,3,0.04,mostBooks,under,494,17.57,0,95,-3.532,-3.36
on,0.5,batter_rbis,compact+offset+iso,3,0.0,maxEv,under,741,13.97,1,110,-7.664,-8.43
on,0.6,batter_rbis,compact+offset+iso,3,0.0,maxEv,under,762,9.02,1,89,-3.911,-3.48
on,0.7,batter_rbis,compact+offset+iso,3,0.0,maxEv,under,780,11.57,1,71,-8.493,-6.03
on,0.5,batter_rbis,compact+offset+iso,3,0.01,maxEv,under,670,11.92,1,110,-7.664,-8.43
on,0.6,batter_rbis,compact+offset+iso,3,0.01,maxEv,under,691,6.97,1,89,-3.911,-3.48
on,0.7,batter_rbis,compact+offset+iso,3,0.01,maxEv,under,709,9.52,1,71,-8.493,-6.03
on,0.5,batter_rbis,compact+offset+iso,3,0.02,maxEv,under,467,24.39,0,110,-7.664,-8.43
on,0.6,batter_rbis,compact+offset+iso,3,0.02,maxEv,under,488,19.44,0,89,-3.911,-3.48
on,0.7,batter_rbis,compact+offset+iso,3,0.02,maxEv,under,506,21.99,1,71,-8.493,-6.03
on,0.5,batter_rbis,compact+offset+iso,3,0.04,maxEv,both,167,21.09,1,0,,0.0
on,0.6,batter_rbis,compact+offset+iso,3,0.04,maxEv,both,167,21.09,1,0,,0.0
on,0.7,batter_rbis,compact+offset+iso,3,0.04,maxEv,both,167,21.09,1,0,,0.0
on,0.5,batter_rbis,compact+offset+iso,3,0.0,mostBooks,under,741,11.45,1,110,-7.664,-8.43
on,0.6,batter_rbis,compact+offset+iso,3,0.0,mostBooks,under,762,6.5,1,89,-3.911,-3.48
on,0.7,batter_rbis,compact+offset+iso,3,0.0,mostBooks,under,780,9.04,1,71,-8.493,-6.03
on,0.5,batter_rbis,compact+offset+iso,3,0.01,mostBooks,under,670,9.4,1,110,-7.664,-8.43
on,0.6,batter_rbis,compact+offset+iso,3,0.01,mostBooks,under,691,4.45,1,89,-3.911,-3.48
on,0.7,batter_rbis,compact+offset+iso,3,0.01,mostBooks,under,709,7.0,1,71,-8.493,-6.03
on,0.5,batter_rbis,compact+offset+iso,3,0.02,mostBooks,under,467,21.86,0,110,-7.664,-8.43
on,0.6,batter_rbis,compact+offset+iso,3,0.02,mostBooks,under,488,16.91,0,89,-3.911,-3.48
on,0.7,batter_rbis,compact+offset+iso,3,0.02,mostBooks,under,506,19.46,1,71,-8.493,-6.03
on,0.5,batter_rbis,compact+offset+iso,3,0.04,mostBooks,both,167,18.57,0,0,,0.0
on,0.6,batter_rbis,compact+offset+iso,3,0.04,mostBooks,both,167,18.57,0,0,,0.0
on,0.7,batter_rbis,compact+offset+iso,3,0.04,mostBooks,both,167,18.57,0,0,,0.0
off,0.5,batter_rbis,box+gbm+offset,3,0.0,maxEv,both,1020,37.42,1,665,4.991,33.19
off,0.6,batter_rbis,box+gbm+offset,3,0.0,maxEv,both,1110,34.3,1,575,6.316,36.32
off,0.7,batter_rbis,box+gbm+offset,3,0.0,maxEv,both,1241,38.34,1,444,7.27,32.28
off,0.5,batter_rbis,box+gbm+offset,3,0.01,maxEv,both,878,38.36,1,511,3.719,19.0
off,0.6,batter_rbis,box+gbm+offset,3,0.01,maxEv,both,943,39.84,1,446,3.929,17.53
off,0.7,batter_rbis,box+gbm+offset,3,0.01,maxEv,both,1041,45.25,1,348,3.481,12.11
off,0.5,batter_rbis,box+gbm+offset,3,0.02,maxEv,both,723,30.73,1,363,3.957,14.36
off,0.6,batter_rbis,box+gbm+offset,3,0.02,maxEv,both,765,31.52,1,321,4.23,13.58
off,0.7,batter_rbis,box+gbm+offset,3,0.02,maxEv,both,837,34.42,1,249,4.288,10.68
off,0.5,batter_rbis,box+gbm+offset,3,0.04,maxEv,both,469,30.65,0,170,4.448,7.56
off,0.6,batter_rbis,box+gbm+offset,3,0.04,maxEv,both,484,28.43,0,155,6.309,9.78
off,0.7,batter_rbis,box+gbm+offset,3,0.04,maxEv,both,512,30.4,1,127,6.148,7.81
off,0.5,batter_rbis,box+gbm+offset,3,0.0,mostBooks,both,1020,34.88,1,665,4.967,33.03
off,0.6,batter_rbis,box+gbm+offset,3,0.0,mostBooks,both,1110,31.75,1,575,6.288,36.16
off,0.7,batter_rbis,box+gbm+offset,3,0.0,mostBooks,both,1241,35.74,1,444,7.244,32.16
off,0.5,batter_rbis,box+gbm+offset,3,0.01,mostBooks,both,878,35.81,1,511,3.688,18.85
off,0.6,batter_rbis,box+gbm+offset,3,0.01,mostBooks,both,943,37.29,1,446,3.894,17.37
off,0.7,batter_rbis,box+gbm+offset,3,0.01,mostBooks,both,1041,42.65,1,348,3.448,12.0
off,0.5,batter_rbis,box+gbm+offset,3,0.02,mostBooks,both,723,28.51,1,363,3.924,14.25
off,0.6,batter_rbis,box+gbm+offset,3,0.02,mostBooks,both,765,29.29,1,321,4.193,13.46
off,0.7,batter_rbis,box+gbm+offset,3,0.02,mostBooks,both,837,32.2,1,249,4.24,10.56
off,0.5,batter_rbis,box+gbm+offset,3,0.04,mostBooks,both,469,28.46,0,170,4.378,7.44
off,0.6,batter_rbis,box+gbm+offset,3,0.04,mostBooks,both,484,26.25,0,155,6.233,9.66
off,0.7,batter_rbis,box+gbm+offset,3,0.04,mostBooks,both,512,28.22,1,127,6.055,7.69
on,0.5,batter_rbis,box+gbm+offset,3,0.0,maxEv,both,628,42.5,1,216,4.798,10.36
on,0.6,batter_rbis,box+gbm+offset,3,0.0,maxEv,both,656,39.88,1,188,6.902,12.98
on,0.7,batter_rbis,box+gbm+offset,3,0.0,maxEv,both,673,41.61,1,171,6.576,11.25
on,0.5,batter_rbis,box+gbm+offset,3,0.01,maxEv,both,528,36.16,1,141,6.317,8.91
on,0.6,batter_rbis,box+gbm+offset,3,0.01,maxEv,both,540,35.4,1,129,7.493,9.67
on,0.7,batter_rbis,box+gbm+offset,3,0.01,maxEv,both,557,37.13,1,112,7.084,7.93
on,0.5,batter_rbis,box+gbm+offset,3,0.02,maxEv,both,507,31.65,1,100,13.643,13.64
on,0.6,batter_rbis,box+gbm+offset,3,0.02,maxEv,both,519,30.89,1,88,16.365,14.4
on,0.7,batter_rbis,box+gbm+offset,3,0.02,maxEv,both,536,32.62,1,71,17.845,12.67
on,0.5,batter_rbis,box+gbm+offset,3,0.04,maxEv,both,110,35.33,1,0,,0.0
on,0.6,batter_rbis,box+gbm+offset,3,0.04,maxEv,both,110,35.33,1,0,,0.0
on,0.7,batter_rbis,box+gbm+offset,3,0.04,maxEv,both,110,35.33,1,0,,0.0
on,0.5,batter_rbis,box+gbm+offset,3,0.0,mostBooks,both,628,39.9,1,216,4.798,10.36
on,0.6,batter_rbis,box+gbm+offset,3,0.0,mostBooks,both,656,37.29,1,188,6.902,12.98
on,0.7,batter_rbis,box+gbm+offset,3,0.0,mostBooks,both,673,39.02,1,171,6.576,11.25
on,0.5,batter_rbis,box+gbm+offset,3,0.01,mostBooks,both,528,33.56,1,141,6.317,8.91
on,0.6,batter_rbis,box+gbm+offset,3,0.01,mostBooks,both,540,32.81,1,129,7.493,9.67
on,0.7,batter_rbis,box+gbm+offset,3,0.01,mostBooks,both,557,34.54,1,112,7.084,7.93
on,0.5,batter_rbis,box+gbm+offset,3,0.02,mostBooks,both,507,29.38,1,100,13.643,13.64
on,0.6,batter_rbis,box+gbm+offset,3,0.02,mostBooks,both,519,28.62,1,88,16.365,14.4
on,0.7,batter_rbis,box+gbm+offset,3,0.02,mostBooks,both,536,30.35,1,71,17.845,12.67
on,0.5,batter_rbis,box+gbm+offset,3,0.04,mostBooks,both,110,33.03,1,0,,0.0
on,0.6,batter_rbis,box+gbm+offset,3,0.04,mostBooks,both,110,33.03,1,0,,0.0
on,0.7,batter_rbis,box+gbm+offset,3,0.04,mostBooks,both,110,33.03,1,0,,0.0
off,0.5,batter_rbis,box+gbm+iso,3,0.0,maxEv,under,1060,17.7,1,711,5.664,40.27
off,0.6,batter_rbis,box+gbm+iso,3,0.0,maxEv,under,1171,11.98,1,600,7.666,45.99
off,0.7,batter_rbis,box+gbm+iso,3,0.0,maxEv,under,1303,21.77,1,468,7.735,36.2
off,0.5,batter_rbis,box+gbm+iso,3,0.01,maxEv,under,929,25.78,1,551,3.782,20.84
off,0.6,batter_rbis,box+gbm+iso,3,0.01,maxEv,under,1011,19.5,1,469,5.782,27.12
off,0.7,batter_rbis,box+gbm+iso,3,0.01,maxEv,under,1109,25.24,1,371,5.765,21.39
off,0.5,batter_rbis,box+gbm+iso,3,0.02,maxEv,under,792,28.72,1,411,0.087,0.36
off,0.6,batter_rbis,box+gbm+iso,3,0.02,maxEv,under,858,22.72,1,345,1.844,6.36
off,0.7,batter_rbis,box+gbm+iso,3,0.02,maxEv,under,933,23.07,1,270,2.227,6.01
off,0.5,batter_rbis,box+gbm+iso,3,0.04,maxEv,under,520,31.27,1,189,1.723,3.26
off,0.6,batter_rbis,box+gbm+iso,3,0.04,maxEv,under,550,26.75,1,159,4.888,7.77
off,0.7,batter_rbis,box+gbm+iso,3,0.04,maxEv,under,580,27.01,1,129,5.828,7.52
off,0.5,batter_rbis,box+gbm+iso,3,0.0,mostBooks,under,1060,14.96,1,711,5.648,40.16
off,0.6,batter_rbis,box+gbm+iso,3,0.0,mostBooks,under,1171,9.24,1,600,7.647,45.88
off,0.7,batter_rbis,box+gbm+iso,3,0.0,mostBooks,under,1303,19.03,1,468,7.711,36.09
off,0.5,batter_rbis,box+gbm+iso,3,0.01,mostBooks,under,929,23.04,1,551,3.762,20.73
off,0.6,batter_rbis,box+gbm+iso,3,0.01,mostBooks,under,1011,16.77,1,469,5.758,27.0
off,0.7,batter_rbis,box+gbm+iso,3,0.01,mostBooks,under,1109,22.5,1,371,5.734,21.27
off,0.5,batter_rbis,box+gbm+iso,3,0.02,mostBooks,under,792,26.31,1,411,0.063,0.26
off,0.6,batter_rbis,box+gbm+iso,3,0.02,mostBooks,under,858,20.3,1,345,1.814,6.26
off,0.7,batter_rbis,box+gbm+iso,3,0.02,mostBooks,under,933,20.65,1,270,2.19,5.91
off,0.5,batter_rbis,box+gbm+iso,3,0.04,mostBooks,under,520,28.95,1,189,1.66,3.14
off,0.6,batter_rbis,box+gbm+iso,3,0.04,mostBooks,under,550,24.43,1,159,4.813,7.65
off,0.7,batter_rbis,box+gbm+iso,3,0.04,mostBooks,under,580,24.69,1,129,5.736,7.4
on,0.5,batter_rbis,box+gbm+iso,3,0.0,maxEv,under,692,31.63,1,247,2.063,5.1
on,0.6,batter_rbis,box+gbm+iso,3,0.0,maxEv,under,730,30.19,1,209,3.128,6.54
on,0.7,batter_rbis,box+gbm+iso,3,0.0,maxEv,under,746,30.0,1,193,3.486,6.73
on,0.5,batter_rbis,box+gbm+iso,3,0.01,maxEv,under,654,23.52,1,96,0.341,0.33
on,0.6,batter_rbis,box+gbm+iso,3,0.01,maxEv,under,665,22.22,1,85,1.913,1.63
on,0.7,batter_rbis,box+gbm+iso,3,0.01,maxEv,under,677,21.14,1,73,3.701,2.7
on,0.5,batter_rbis,box+gbm+iso,3,0.02,maxEv,under,595,23.81,1,90,-0.078,-0.07
on,0.6,batter_rbis,box+gbm+iso,3,0.02,maxEv,under,606,22.51,1,79,1.555,1.23
on,0.7,batter_rbis,box+gbm+iso,3,0.02,maxEv,under,618,21.43,1,67,3.438,2.3
on,0.5,batter_rbis,box+gbm+iso,3,0.04,maxEv,both,280,40.46,1,61,11.442,6.98
on,0.6,batter_rbis,box+gbm+iso,3,0.04,maxEv,both,280,40.46,1,61,11.442,6.98
on,0.7,batter_rbis,box+gbm+iso,3,0.04,maxEv,both,280,40.46,1,61,11.442,6.98
on,0.5,batter_rbis,box+gbm+iso,3,0.0,mostBooks,under,692,28.98,1,247,2.063,5.1
on,0.6,batter_rbis,box+gbm+iso,3,0.0,mostBooks,under,730,27.53,1,209,3.128,6.54
on,0.7,batter_rbis,box+gbm+iso,3,0.0,mostBooks,under,746,27.34,1,193,3.486,6.73
on,0.5,batter_rbis,box+gbm+iso,3,0.01,mostBooks,under,654,20.86,1,96,0.341,0.33
on,0.6,batter_rbis,box+gbm+iso,3,0.01,mostBooks,under,665,19.56,1,85,1.913,1.63
on,0.7,batter_rbis,box+gbm+iso,3,0.01,mostBooks,under,677,18.49,1,73,3.701,2.7
on,0.5,batter_rbis,box+gbm+iso,3,0.02,mostBooks,under,595,21.47,1,90,-0.078,-0.07
on,0.6,batter_rbis,box+gbm+iso,3,0.02,mostBooks,under,606,20.17,1,79,1.555,1.23
on,0.7,batter_rbis,box+gbm+iso,3,0.02,mostBooks,under,618,19.09,1,67,3.438,2.3
on,0.5,batter_rbis,box+gbm+iso,3,0.04,mostBooks,both,280,38.2,1,61,11.442,6.98
on,0.6,batter_rbis,box+gbm+iso,3,0.04,mostBooks,both,280,38.2,1,61,11.442,6.98
on,0.7,batter_rbis,box+gbm+iso,3,0.04,mostBooks,both,280,38.2,1,61,11.442,6.98
off,0.5,batter_rbis,box+offset+iso,3,0.0,maxEv,under,980,5.25,1,597,1.488,8.88
off,0.6,batter_rbis,box+offset+iso,3,0.0,maxEv,under,1077,2.48,1,500,2.329,11.64
off,0.7,batter_rbis,box+offset+iso,3,0.0,maxEv,both,1179,3.44,1,424,3.562,15.1
off,0.5,batter_rbis,box+offset+iso,3,0.01,maxEv,under,815,10.52,1,462,1.517,7.01
off,0.6,batter_rbis,box+offset+iso,3,0.01,maxEv,under,894,5.41,1,383,3.164,12.12
off,0.7,batter_rbis,box+offset+iso,3,0.01,maxEv,both,971,7.43,1,332,4.373,14.52
off,0.5,batter_rbis,box+offset+iso,3,0.02,maxEv,under,664,12.04,1,308,-0.416,-1.28
off,0.6,batter_rbis,box+offset+iso,3,0.02,maxEv,under,719,4.15,1,253,2.614,6.61
off,0.7,batter_rbis,box+offset+iso,3,0.02,maxEv,both,769,7.52,1,229,3.346,7.66
off,0.5,batter_rbis,box+offset+iso,3,0.04,maxEv,under,417,17.98,0,140,-6.549,-9.17
off,0.6,batter_rbis,box+offset+iso,3,0.04,maxEv,under,441,9.9,0,116,-0.937,-1.09
off,0.7,batter_rbis,box+offset+iso,3,0.04,maxEv,both,465,10.7,0,118,2.144,2.53
off,0.5,batter_rbis,box+offset+iso,3,0.0,mostBooks,under,980,2.0,1,597,1.468,8.76
off,0.6,batter_rbis,box+offset+iso,3,0.0,mostBooks,under,1077,-0.77,0,500,2.305,11.52
off,0.7,batter_rbis,box+offset+iso,3,0.0,mostBooks,both,1179,0.2,1,424,3.534,14.98
off,0.5,batter_rbis,box+offset+iso,3,0.01,mostBooks,under,815,7.26,1,462,1.491,6.89
off,0.6,batter_rbis,box+offset+iso,3,0.01,mostBooks,under,894,2.14,1,383,3.133,12.0
off,0.7,batter_rbis,box+offset+iso,3,0.01,mostBooks,both,971,4.17,1,332,4.338,14.4
off,0.5,batter_rbis,box+offset+iso,3,0.02,mostBooks,under,664,8.78,1,308,-0.454,-1.4
off,0.6,batter_rbis,box+offset+iso,3,0.02,mostBooks,under,719,0.89,1,253,2.567,6.5
off,0.7,batter_rbis,box+offset+iso,3,0.02,mostBooks,both,769,4.26,1,229,3.294,7.54
off,0.5,batter_rbis,box+offset+iso,3,0.04,mostBooks,under,417,14.72,0,140,-6.633,-9.29
off,0.6,batter_rbis,box+offset+iso,3,0.04,mostBooks,under,441,6.64,0,116,-1.039,-1.21
off,0.7,batter_rbis,box+offset+iso,3,0.04,mostBooks,both,465,7.44,0,118,2.044,2.41
on,0.5,batter_rbis,box+offset+iso,3,0.0,maxEv,both,689,18.92,1,164,-7.355,-12.06
on,0.6,batter_rbis,box+offset+iso,3,0.0,maxEv,both,725,11.52,1,128,-3.635,-4.65
on,0.7,batter_rbis,box+offset+iso,3,0.0,maxEv,both,748,10.48,1,105,-3.445,-3.62
on,0.5,batter_rbis,box+offset+iso,3,0.01,maxEv,both,598,27.72,1,0,,0.0
on,0.6,batter_rbis,box+offset+iso,3,0.01,maxEv,both,598,27.72,1,0,,0.0
on,0.7,batter_rbis,box+offset+iso,3,0.01,maxEv,both,598,27.72,1,0,,0.0
on,0.5,batter_rbis,box+offset+iso,3,0.02,maxEv,both,285,24.2,0,0,,0.0
on,0.6,batter_rbis,box+offset+iso,3,0.02,maxEv,both,285,24.2,0,0,,0.0
on,0.7,batter_rbis,box+offset+iso,3,0.02,maxEv,both,285,24.2,0,0,,0.0
on,0.5,batter_rbis,box+offset+iso,3,0.04,maxEv,both,84,27.56,1,0,,0.0
on,0.6,batter_rbis,box+offset+iso,3,0.04,maxEv,both,84,27.56,1,0,,0.0
on,0.7,batter_rbis,box+offset+iso,3,0.04,maxEv,both,84,27.56,1,0,,0.0
on,0.5,batter_rbis,box+offset+iso,3,0.0,mostBooks,both,689,15.82,1,164,-7.355,-12.06
on,0.6,batter_rbis,box+offset+iso,3,0.0,mostBooks,both,725,8.41,1,128,-3.635,-4.65
on,0.7,batter_rbis,box+offset+iso,3,0.0,mostBooks,both,748,7.38,1,105,-3.445,-3.62
on,0.5,batter_rbis,box+offset+iso,3,0.01,mostBooks,both,598,24.62,1,0,,0.0
on,0.6,batter_rbis,box+offset+iso,3,0.01,mostBooks,both,598,24.62,1,0,,0.0
on,0.7,batter_rbis,box+offset+iso,3,0.01,mostBooks,both,598,24.62,1,0,,0.0
on,0.5,batter_rbis,box+offset+iso,3,0.02,mostBooks,both,285,21.1,0,0,,0.0
on,0.6,batter_rbis,box+offset+iso,3,0.02,mostBooks,both,285,21.1,0,0,,0.0
on,0.7,batter_rbis,box+offset+iso,3,0.02,mostBooks,both,285,21.1,0,0,,0.0
on,0.5,batter_rbis,box+offset+iso,3,0.04,mostBooks,both,84,24.35,1,0,,0.0
on,0.6,batter_rbis,box+offset+iso,3,0.04,mostBooks,both,84,24.35,1,0,,0.0
on,0.7,batter_rbis,box+offset+iso,3,0.04,mostBooks,both,84,24.35,1,0,,0.0
off,0.5,batter_rbis,gbm+offset+iso,3,0.0,maxEv,under,1049,20.1,1,694,5.624,39.03
off,0.6,batter_rbis,gbm+offset+iso,3,0.0,maxEv,under,1158,13.16,1,585,7.858,45.97
off,0.7,batter_rbis,gbm+offset+iso,3,0.0,maxEv,under,1288,21.81,1,455,8.203,37.33
off,0.5,batter_rbis,gbm+offset+iso,3,0.01,maxEv,under,922,32.18,1,537,3.084,16.56
off,0.6,batter_rbis,gbm+offset+iso,3,0.01,maxEv,under,1003,26.91,1,456,4.789,21.84
off,0.7,batter_rbis,gbm+offset+iso,3,0.01,maxEv,under,1097,30.16,1,362,5.133,18.58
off,0.5,batter_rbis,gbm+offset+iso,3,0.02,maxEv,under,780,37.04,1,398,-0.06,-0.24
off,0.6,batter_rbis,gbm+offset+iso,3,0.02,maxEv,under,842,30.22,1,336,1.959,6.58
off,0.7,batter_rbis,gbm+offset+iso,3,0.02,maxEv,under,913,31.22,1,265,2.108,5.59
off,0.5,batter_rbis,gbm+offset+iso,3,0.04,maxEv,under,515,35.1,1,178,1.601,2.85
off,0.6,batter_rbis,gbm+offset+iso,3,0.04,maxEv,under,543,31.01,1,150,4.625,6.94
off,0.7,batter_rbis,gbm+offset+iso,3,0.04,maxEv,under,572,30.64,1,121,6.041,7.31
off,0.5,batter_rbis,gbm+offset+iso,3,0.0,mostBooks,under,1049,15.61,1,694,5.61,38.93
off,0.6,batter_rbis,gbm+offset+iso,3,0.0,mostBooks,under,1158,8.67,1,585,7.842,45.87
off,0.7,batter_rbis,gbm+offset+iso,3,0.0,mostBooks,under,1288,17.33,1,455,8.178,37.21
off,0.5,batter_rbis,gbm+offset+iso,3,0.01,mostBooks,under,922,27.69,1,537,3.062,16.44
off,0.6,batter_rbis,gbm+offset+iso,3,0.01,mostBooks,under,1003,22.42,1,456,4.763,21.72
off,0.7,batter_rbis,gbm+offset+iso,3,0.01,mostBooks,under,1097,25.67,1,362,5.101,18.47
off,0.5,batter_rbis,gbm+offset+iso,3,0.02,mostBooks,under,780,32.87,1,398,-0.086,-0.34
off,0.6,batter_rbis,gbm+offset+iso,3,0.02,mostBooks,under,842,26.05,1,336,1.929,6.48
off,0.7,batter_rbis,gbm+offset+iso,3,0.02,mostBooks,under,913,27.05,1,265,2.07,5.48
off,0.5,batter_rbis,gbm+offset+iso,3,0.04,mostBooks,under,515,31.03,1,178,1.535,2.73
off,0.6,batter_rbis,gbm+offset+iso,3,0.04,mostBooks,under,543,26.94,1,150,4.546,6.82
off,0.7,batter_rbis,gbm+offset+iso,3,0.04,mostBooks,under,572,26.57,1,121,5.943,7.19
on,0.5,batter_rbis,gbm+offset+iso,3,0.0,maxEv,under,683,33.58,1,283,2.644,7.48
on,0.6,batter_rbis,gbm+offset+iso,3,0.0,maxEv,under,720,33.13,1,246,3.221,7.92
on,0.7,batter_rbis,gbm+offset+iso,3,0.0,maxEv,under,764,32.37,1,202,4.303,8.69
on,0.5,batter_rbis,gbm+offset+iso,3,0.01,maxEv,under,644,30.3,1,165,2.793,4.61
on,0.6,batter_rbis,gbm+offset+iso,3,0.01,maxEv,under,674,29.11,1,135,4.292,5.79
on,0.7,batter_rbis,gbm+offset+iso,3,0.01,maxEv,under,688,29.21,1,121,4.709,5.7
on,0.5,batter_rbis,gbm+offset+iso,3,0.02,maxEv,under,581,27.84,1,81,4.923,3.99
on,0.6,batter_rbis,gbm+offset+iso,3,0.02,maxEv,under,593,28.62,1,69,4.645,3.21
on,0.7,batter_rbis,gbm+offset+iso,3,0.02,maxEv,under,607,28.72,1,55,5.653,3.11
on,0.5,batter_rbis,gbm+offset+iso,3,0.04,maxEv,both,290,37.76,1,59,15.42,9.1
on,0.6,batter_rbis,gbm+offset+iso,3,0.04,maxEv,both,290,37.76,1,59,15.42,9.1
on,0.7,batter_rbis,gbm+offset+iso,3,0.04,maxEv,both,294,40.05,1,55,12.389,6.81
on,0.5,batter_rbis,gbm+offset+iso,3,0.0,mostBooks,under,683,29.16,1,283,2.602,7.36
on,0.6,batter_rbis,gbm+offset+iso,3,0.0,mostBooks,under,720,28.72,1,246,3.173,7.81
on,0.7,batter_rbis,gbm+offset+iso,3,0.0,mostBooks,under,764,27.96,1,202,4.244,8.57
on,0.5,batter_rbis,gbm+offset+iso,3,0.01,mostBooks,under,644,25.88,1,165,2.721,4.49
on,0.6,batter_rbis,gbm+offset+iso,3,0.01,mostBooks,under,674,24.7,1,135,4.204,5.68
on,0.7,batter_rbis,gbm+offset+iso,3,0.01,mostBooks,under,688,24.8,1,121,4.61,5.58
on,0.5,batter_rbis,gbm+offset+iso,3,0.02,mostBooks,under,581,23.74,1,81,4.923,3.99
on,0.6,batter_rbis,gbm+offset+iso,3,0.02,mostBooks,under,593,24.53,1,69,4.645,3.21
on,0.7,batter_rbis,gbm+offset+iso,3,0.02,mostBooks,under,607,24.62,1,55,5.653,3.11
on,0.5,batter_rbis,gbm+offset+iso,3,0.04,mostBooks,both,290,33.75,1,59,15.42,9.1
on,0.6,batter_rbis,gbm+offset+iso,3,0.04,mostBooks,both,290,33.75,1,59,15.42,9.1
on,0.7,batter_rbis,gbm+offset+iso,3,0.04,mostBooks,both,294,36.03,1,55,12.389,6.81
off,0.5,batter_total_bases,price,1,0.0,maxEv,both,3639,-35.88,0,1681,-2.346,-39.44
off,0.6,batter_total_bases,price,1,0.0,maxEv,both,3960,-48.78,0,1360,-1.951,-26.54
off,0.7,batter_total_bases,price,1,0.0,maxEv,both,4432,-57.99,0,888,-1.952,-17.33
off,0.5,batter_total_bases,price,1,0.01,maxEv,both,1983,7.45,1,785,-3.602,-28.28
off,0.6,batter_total_bases,price,1,0.01,maxEv,both,2083,10.66,1,685,-4.595,-31.48
off,0.7,batter_total_bases,price,1,0.01,maxEv,both,2345,1.25,1,423,-5.219,-22.07
off,0.5,batter_total_bases,price,1,0.02,maxEv,both,587,6.32,1,447,-4.642,-20.75
off,0.6,batter_total_bases,price,1,0.02,maxEv,both,623,14.97,1,411,-7.155,-29.41
off,0.7,batter_total_bases,price,1,0.02,maxEv,both,790,14.62,1,244,-11.905,-29.05
off,0.5,batter_total_bases,price,1,0.04,maxEv,both,57,-1.53,0,85,0.69,0.59
off,0.6,batter_total_bases,price,1,0.04,maxEv,both,65,0.67,0,77,-2.1,-1.62
off,0.7,batter_total_bases,price,1,0.04,maxEv,both,104,3.66,0,38,-12.113,-4.6
off,0.5,batter_total_bases,price,1,0.0,mostBooks,both,3639,-36.77,0,1681,-2.358,-39.65
off,0.6,batter_total_bases,price,1,0.0,mostBooks,both,3960,-49.67,0,1360,-1.967,-26.75
off,0.7,batter_total_bases,price,1,0.0,mostBooks,both,4432,-59.12,0,888,-1.949,-17.3
off,0.5,batter_total_bases,price,1,0.01,mostBooks,both,1983,7.45,1,785,-3.616,-28.38
off,0.6,batter_total_bases,price,1,0.01,mostBooks,both,2083,10.66,1,685,-4.611,-31.58
off,0.7,batter_total_bases,price,1,0.01,mostBooks,both,2345,1.14,1,423,-5.216,-22.06
off,0.5,batter_total_bases,price,1,0.02,mostBooks,both,587,6.32,1,447,-4.652,-20.79
off,0.6,batter_total_bases,price,1,0.02,mostBooks,both,623,14.97,1,411,-7.165,-29.45
off,0.7,batter_total_bases,price,1,0.02,mostBooks,both,790,14.48,1,244,-11.868,-28.96
off,0.5,batter_total_bases,price,1,0.04,mostBooks,both,57,-1.53,0,85,0.69,0.59
off,0.6,batter_total_bases,price,1,0.04,mostBooks,both,65,0.67,0,77,-2.1,-1.62
off,0.7,batter_total_bases,price,1,0.04,mostBooks,both,104,3.66,0,38,-12.113,-4.6
on,0.5,batter_total_bases,price,1,0.0,maxEv,both,1421,29.63,1,637,-2.993,-19.06
