market,board,n,winPct,roi,ciLo,clusCiLo,units,events,verdict,why
batter_hits,"base (every candidate, flat)",94209,49.57,-9.68,-10.35,-10.5,-9118.9,3940,FAIL,graded n=94209 >= 500 but ROI -9.68% <= 0%
batter_hits,price-only (full OOS),114,67.54,8.02,-5.45,-6.27,9.1,96,FAIL,graded n=114 < 500 and ROI CI lower bound -5.45% <= 0%
batter_hits,board (full OOS),1076,63.48,7.36,2.46,2.61,79.2,780,PASS,graded n=1076 >= 500 and ROI 7.36% > 0%
batter_hits,all-lines (full OOS),1116,63.08,6.59,1.74,1.65,73.5,780,PASS,graded n=1116 >= 500 and ROI 6.59% > 0%
batter_hits,board SELECT half,400,64.0,6.59,-1.3,-1.36,26.4,288,FAIL,graded n=400 < 500 and ROI CI lower bound -1.30% <= 0%
batter_hits,board VERDICT half,676,63.17,7.82,1.47,1.28,52.9,492,PASS,graded n=676 >= 500 and ROI 7.82% > 0%
batter_rbis,"base (every candidate, flat)",71864,28.87,-12.86,-13.91,-14.04,-9239.7,3939,FAIL,graded n=71864 >= 500 but ROI -12.86% <= 0%
batter_rbis,price-only (full OOS),1666,60.62,-2.49,-6.3,-6.52,-41.5,866,FAIL,graded n=1666 >= 500 but ROI -2.49% <= 0%
batter_rbis,board (full OOS),1999,64.08,4.23,0.87,0.4,84.6,1007,PASS,graded n=1999 >= 500 and ROI 4.23% > 0%
batter_rbis,all-lines (full OOS),2114,63.91,3.88,0.65,0.22,81.9,1007,PASS,graded n=2114 >= 500 and ROI 3.88% > 0%
batter_rbis,board SELECT half,1283,64.22,5.14,0.87,0.13,66.0,594,PASS,graded n=1283 >= 500 and ROI 5.14% > 0%
batter_rbis,board VERDICT half,716,63.83,2.61,-3.0,-3.03,18.7,413,PASS,graded n=716 >= 500 and ROI 2.61% > 0%
totals,"base (every candidate, flat)",6259,48.59,-5.71,-8.2,-8.62,-357.6,3865,FAIL,graded n=6259 >= 500 but ROI -5.71% <= 0%
totals,price-only (full OOS),1,0.0,-100.0,-100.0,-100.0,-1.0,1,FAIL,graded n=1 < 500 and ROI CI lower bound -100.00% <= 0%
totals,board (full OOS),365,53.7,3.2,-5.85,-5.85,11.7,365,FAIL,graded n=365 < 500 and ROI CI lower bound -5.85% <= 0%
