market,board,n,winPct,roi,ciLo,clusCiLo,units,events,verdict,why
batter_hits,"base (every candidate, flat)",94209,49.57,-9.68,-10.35,-10.5,-9118.9,3940,FAIL,graded n=94209 >= 500 but ROI -9.68% <= 0%
batter_hits,price-only (full OOS),21,52.38,-14.43,-46.95,-48.58,-3.0,18,FAIL,graded n=21 < 500 and ROI CI lower bound -46.95% <= 0%
batter_hits,board (full OOS),1273,61.74,9.38,4.35,4.03,119.4,856,PASS,graded n=1273 >= 500 and ROI 9.38% > 0%
batter_hits,all-lines (full OOS),1346,61.37,8.52,3.75,3.16,114.7,856,PASS,graded n=1346 >= 500 and ROI 8.52% > 0%
batter_hits,board SELECT half,486,60.29,4.57,-3.38,-4.07,22.2,326,FAIL,graded n=486 < 500 and ROI CI lower bound -3.38% <= 0%
batter_hits,board VERDICT half,787,62.64,12.43,6.23,5.4,97.8,530,PASS,graded n=787 >= 500 and ROI 12.43% > 0%
batter_rbis,"base (every candidate, flat)",71864,28.87,-12.86,-13.91,-14.04,-9239.7,3939,FAIL,graded n=71864 >= 500 but ROI -12.86% <= 0%
batter_rbis,price-only (full OOS),435,58.85,-0.73,-8.8,-9.82,-3.2,275,FAIL,graded n=435 < 500 and ROI CI lower bound -8.80% <= 0%
batter_rbis,board (full OOS),1706,63.19,2.41,-1.45,-1.48,41.1,961,PASS,graded n=1706 >= 500 and ROI 2.41% > 0%
batter_rbis,all-lines (full OOS),1808,63.22,2.5,-1.06,-1.58,45.2,961,PASS,graded n=1808 >= 500 and ROI 2.50% > 0%
batter_rbis,board SELECT half,1107,64.86,5.42,0.7,0.27,60.0,568,PASS,graded n=1107 >= 500 and ROI 5.42% > 0%
batter_rbis,board VERDICT half,599,60.6,-2.11,-8.28,-8.7,-12.6,393,FAIL,graded n=599 >= 500 but ROI -2.11% <= 0%
totals,"base (every candidate, flat)",6259,48.59,-5.71,-8.2,-8.62,-357.6,3865,FAIL,graded n=6259 >= 500 but ROI -5.71% <= 0%
totals,price-only (full OOS),1,0.0,-100.0,-100.0,-100.0,-1.0,1,FAIL,graded n=1 < 500 and ROI CI lower bound -100.00% <= 0%
totals,board (full OOS),526,51.9,1.07,-7.04,-7.04,5.6,526,PASS,graded n=526 >= 500 and ROI 1.07% > 0%
totals,all-lines (full OOS),762,50.52,-1.87,-9.11,-9.8,-14.2,526,FAIL,graded n=762 >= 500 but ROI -1.87% <= 0%
totals,board SELECT half,285,51.93,1.77,-9.97,-9.97,5.0,285,FAIL,graded n=285 < 500 and ROI CI lower bound -9.97% <= 0%
totals,board VERDICT half,241,51.87,0.91,-10.88,-10.88,2.2,241,FAIL,graded n=241 < 500 and ROI CI lower bound -10.88% <= 0%
spreads,"base (every candidate, flat)",5685,48.57,-2.64,-5.47,-5.67,-150.2,3941,FAIL,graded n=5685 >= 500 but ROI -2.64% <= 0%
spreads,price-only (full OOS),967,64.63,2.14,-2.62,-2.62,20.7,967,PASS,graded n=967 >= 500 and ROI 2.14% > 0%
spreads,board (full OOS),1022,62.13,4.02,-0.89,-0.89,41.1,1022,PASS,graded n=1022 >= 500 and ROI 4.02% > 0%
spreads,all-lines (full OOS),1157,61.97,3.96,-0.95,-0.72,45.8,1022,PASS,graded n=1157 >= 500 and ROI 3.96% > 0%
spreads,board SELECT half,516,63.95,8.4,1.11,1.11,43.4,516,PASS,graded n=516 >= 500 and ROI 8.40% > 0%
spreads,board VERDICT half,506,59.68,-1.17,-8.28,-8.28,-5.9,506,FAIL,graded n=506 >= 500 but ROI -1.17% <= 0%
batter_total_bases,"base (every candidate, flat)",88372,45.0,-11.06,-11.73,-11.87,-9774.5,3940,FAIL,graded n=88372 >= 500 but ROI -11.06% <= 0%
batter_total_bases,price-only (full OOS),323,60.37,1.7,-7.5,-7.09,5.5,286,FAIL,graded n=323 < 500 and ROI CI lower bound -7.50% <= 0%
batter_total_bases,board (full OOS),3350,63.31,5.67,2.94,2.83,189.9,1468,PASS,graded n=3350 >= 500 and ROI 5.67% > 0%
batter_total_bases,all-lines (full OOS),3543,63.05,5.23,2.57,2.32,185.2,1468,PASS,graded n=3543 >= 500 and ROI 5.23% > 0%
batter_total_bases,board SELECT half,1854,63.59,5.11,1.25,1.12,94.7,767,PASS,graded n=1854 >= 500 and ROI 5.11% > 0%
