market,board,n,winPct,roi,ciLo,clusCiLo,units,events,verdict,why
batter_hits,"base (every candidate, flat)",94209,49.57,-9.68,-10.35,-10.5,-9118.9,3940,FAIL,graded n=94209 >= 500 but ROI -9.68% <= 0%
batter_hits,price-only (full OOS),86,59.3,7.26,-11.73,-12.74,6.2,78,FAIL,graded n=86 < 500 and ROI CI lower bound -11.73% <= 0%
batter_hits,board (full OOS),2452,58.81,8.94,5.27,5.44,219.1,1473,PASS,graded n=2452 >= 500 and ROI 8.94% > 0%
batter_hits,all-lines (full OOS),2549,58.49,8.22,4.67,4.65,209.5,1473,PASS,graded n=2549 >= 500 and ROI 8.22% > 0%
batter_hits,board SELECT half,853,58.03,6.2,-0.19,0.25,52.9,543,PASS,graded n=853 >= 500 and ROI 6.20% > 0%
batter_hits,board VERDICT half,1599,59.22,10.4,5.93,5.86,166.3,930,PASS,graded n=1599 >= 500 and ROI 10.40% > 0%
batter_rbis,"base (every candidate, flat)",71864,28.87,-12.86,-13.91,-14.04,-9239.7,3939,FAIL,graded n=71864 >= 500 but ROI -12.86% <= 0%
batter_rbis,price-only (full OOS),506,58.7,0.52,-7.05,-7.42,2.6,311,PASS,graded n=506 >= 500 and ROI 0.52% > 0%
batter_rbis,board (full OOS),1149,62.66,4.15,-0.84,-0.44,47.7,616,PASS,graded n=1149 >= 500 and ROI 4.15% > 0%
batter_rbis,all-lines (full OOS),1205,62.49,3.85,-1.03,-0.95,46.4,616,PASS,graded n=1205 >= 500 and ROI 3.85% > 0%
batter_rbis,board SELECT half,790,63.42,5.77,0.08,-0.32,45.6,399,PASS,graded n=790 >= 500 and ROI 5.77% > 0%
batter_rbis,board VERDICT half,359,61.0,0.58,-7.73,-7.96,2.1,217,FAIL,graded n=359 < 500 and ROI CI lower bound -7.73% <= 0%
totals,"base (every candidate, flat)",6259,48.59,-5.71,-8.2,-8.62,-357.6,3865,FAIL,graded n=6259 >= 500 but ROI -5.71% <= 0%
totals,price-only (full OOS),196,48.98,-9.05,-22.18,-22.18,-17.7,196,FAIL,graded n=196 < 500 and ROI CI lower bound -22.18% <= 0%
totals,board (full OOS),714,52.38,1.54,-5.33,-5.33,11.0,714,PASS,graded n=714 >= 500 and ROI 1.54% > 0%
