spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
gbm,0.04,60,maxEv,10,438.3,13448,1
gbm,0.04,60,mostBooks,10,438.3,13447,1
gbm,0.01,60,maxEv,10,350.5,19925,1
gbm,0.01,60,mostBooks,10,348.6,19924,1
gbm,0.02,60,mostBooks,9,400.7,17566,1
gbm,0.02,60,maxEv,9,398.7,17567,1
gbm,0.0,60,maxEv,9,304.1,22457,1
compact+gbm,0.0,60,maxEv,9,270.8,18955,2
compact+gbm,0.0,60,mostBooks,9,250.3,18955,2
compact+gbm,0.04,60,maxEv,8,302.4,8361,2
gbm,0.0,60,mostBooks,8,298.3,22456,1
compact+gbm,0.02,60,maxEv,8,295.7,12940,2
compact+gbm,0.02,60,mostBooks,8,279.9,12939,2
gbm+offset+iso,0.04,60,mostBooks,8,271.9,8780,3
gbm+offset+iso,0.04,60,maxEv,8,271.5,8781,3
box+gbm+iso,0.04,60,maxEv,8,270.6,8861,3
box+gbm+iso,0.04,60,mostBooks,8,269.1,8860,3
gbm+offset,0.0,60,mostBooks,8,182.9,19141,2
price+offset,0.0,60,maxEv,8,142.8,16910,2
price+offset,0.0,60,mostBooks,8,127.5,16910,2
gbm+iso,0.04,60,maxEv,7,314.4,9733,2
gbm+iso,0.04,60,mostBooks,7,309.9,9732,2
compact+gbm,0.04,60,mostBooks,7,284.6,8360,2
box+gbm,0.04,60,mostBooks,7,253.1,9694,2
price+gbm+offset,0.02,60,mostBooks,7,250.5,10659,3
box+gbm,0.04,60,maxEv,7,250.3,9695,2
price+gbm+offset,0.02,60,maxEv,7,250.2,10660,3
compact+gbm,0.01,60,maxEv,7,246.4,15878,2
gbm+offset,0.04,60,mostBooks,7,236.9,9574,2
gbm+offset,0.04,60,maxEv,7,235.7,9575,2
compact+gbm,0.01,60,mostBooks,7,225.9,15877,2
compact+gbm+iso,0.0,60,maxEv,7,214.5,17024,3
box+gbm+iso,0.0,60,maxEv,7,213.8,18027,3
price+box+gbm,0.02,60,mostBooks,7,212.6,10799,3
price+box+gbm,0.02,60,maxEv,7,208.9,10800,3
box+gbm+iso,0.0,60,mostBooks,7,207.0,18027,3
gbm+offset,0.02,60,maxEv,7,205.4,13761,2
gbm+offset,0.02,60,mostBooks,7,205.4,13760,2
compact+gbm+iso,0.0,60,mostBooks,7,203.5,17024,3
price+gbm+offset,0.0,60,mostBooks,7,201.5,17513,3
price+gbm+offset,0.0,60,maxEv,7,199.1,17513,3
gbm+offset+iso,0.0,60,maxEv,7,188.3,17976,3
box+gbm,0.0,60,maxEv,7,186.3,19242,2
box+gbm,0.0,60,mostBooks,7,185.8,19242,2
