spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
price+offset,0.0,0,mostBooks,6,540.4,38595,2
price+gbm+iso,0.01,0,maxEv,6,540.2,33053,3
price+box+iso,0.04,0,mostBooks,6,539.4,17099,3
price+compact+box,0.0,0,mostBooks,6,537.6,37847,3
price+box+iso,0.01,0,mostBooks,6,531.7,31953,3
price+box+iso,0.0,0,maxEv,6,530.8,38346,3
box+gbm+offset,0.0,0,maxEv,6,525.9,41246,3
price+gbm+iso,0.04,0,mostBooks,6,522.9,18511,3
compact+iso,0.01,0,maxEv,6,522.4,32751,2
price+offset,0.04,0,maxEv,6,521.8,12596,2
compact+gbm+offset,0.0,0,mostBooks,6,521.6,39917,3
price+compact+iso,0.01,0,maxEv,6,519.8,29336,3
gbm+offset+iso,0.01,0,maxEv,6,517.2,36128,3
compact+box+gbm,0.0,0,maxEv,6,517.1,39911,3
box+gbm+offset,0.01,0,mostBooks,6,516.1,35917,3
price+offset+iso,0.0,0,mostBooks,6,515.0,38368,3
gbm+offset,0.01,0,maxEv,6,500.0,36675,2
compact+offset+iso,0.0,0,maxEv,6,498.8,38872,3
price+gbm+iso,0.04,0,maxEv,6,498.5,18511,3
gbm+offset,0.01,0,mostBooks,6,496.7,36682,2
price+box,0.0,0,mostBooks,6,495.9,38669,2
price+gbm+offset,0.0,0,maxEv,6,495.1,40208,3
compact,0.01,0,mostBooks,6,494.5,30423,1
compact+box+iso,0.0,0,maxEv,6,493.3,38890,3
gbm+iso,0.04,0,maxEv,6,492.7,25184,2
offset+iso,0.04,0,maxEv,6,489.7,23679,2
price+box,0.04,0,maxEv,6,488.3,12638,2
gbm+iso,0.04,0,mostBooks,6,485.9,25182,2
price+compact+iso,0.01,0,mostBooks,6,480.1,29333,3
compact+gbm+iso,0.0,0,maxEv,6,473.9,39624,3
box+gbm+offset,0.0,0,mostBooks,6,473.2,41253,3
box+gbm+iso,0.01,0,maxEv,6,471.7,36128,3
price+box,0.04,0,mostBooks,6,466.0,12635,2
price+gbm+offset,0.0,0,mostBooks,6,458.3,40218,3
compact+box+gbm,0.0,0,mostBooks,6,458.1,39920,3
price+box+iso,0.0,0,mostBooks,6,457.0,38350,3
gbm+iso,0.02,0,maxEv,6,455.1,32818,2
compact+iso,0.01,0,mostBooks,6,444.3,32750,2
box+iso,0.04,0,maxEv,6,443.5,23779,2
compact+gbm+offset,0.04,55,maxEv,6,430.9,7657,3
compact+gbm+iso,0.0,0,mostBooks,6,427.8,39628,3
box+offset+iso,0.02,0,maxEv,6,427.7,31066,3
gbm+iso,0.02,0,mostBooks,6,418.3,32821,2
compact+box+gbm,0.04,55,maxEv,6,418.2,7797,3
gbm+iso,0.01,0,maxEv,6,416.3,37346,2
compact+box+iso,0.0,0,mostBooks,6,410.3,38893,3
gbm+offset+iso,0.02,55,maxEv,6,409.8,12478,3
price+compact+iso,0.0,0,maxEv,6,409.7,36733,3
compact+gbm+offset,0.02,55,mostBooks,6,405.0,10977,3
gbm+offset+iso,0.04,55,maxEv,6,404.2,9315,3
box+iso,0.02,0,maxEv,6,403.4,31755,2
compact+offset+iso,0.0,0,mostBooks,6,400.3,38875,3
gbm+offset,0.04,55,maxEv,6,400.2,9566,2
gbm+iso,0.01,0,mostBooks,6,399.2,37349,2
gbm+offset+iso,0.0,0,maxEv,6,395.3,41082,3
box+gbm+iso,0.01,55,maxEv,6,394.4,14504,3
box+offset+iso,0.01,0,maxEv,6,391.7,35841,3
box+gbm,0.04,55,maxEv,6,388.9,9772,2
compact+box+gbm,0.02,55,mostBooks,6,387.6,11131,3
price+gbm+iso,0.0,0,maxEv,6,381.4,39254,3
box+gbm+offset,0.04,55,mostBooks,6,380.2,9199,3
gbm+offset+iso,0.02,55,mostBooks,6,379.3,12478,3
gbm+offset,0.04,55,mostBooks,6,378.9,9563,2
gbm+offset+iso,0.04,55,mostBooks,6,378.7,9315,3
