arm,innerCut,market,spec,nMembers,tau,collapse,side,aN,aUnits,aPass,bN,bRoi,bUnits
off,0.5,batter_strikeouts,price+iso,2,0.01,mostBooks,under,650,54.04,1,345,3.149,10.86
off,0.6,batter_strikeouts,price+iso,2,0.01,mostBooks,under,755,39.14,1,240,10.737,25.77
off,0.7,batter_strikeouts,price+iso,2,0.01,mostBooks,under,824,35.7,1,171,17.077,29.2
off,0.5,batter_strikeouts,price+iso,2,0.02,mostBooks,under,616,48.18,1,297,1.66,4.93
off,0.6,batter_strikeouts,price+iso,2,0.02,mostBooks,under,720,34.27,1,193,9.759,18.84
off,0.7,batter_strikeouts,price+iso,2,0.02,mostBooks,under,780,30.17,1,133,17.249,22.94
off,0.5,batter_strikeouts,price+iso,2,0.04,mostBooks,under,474,44.05,1,198,1.945,3.85
off,0.6,batter_strikeouts,price+iso,2,0.04,mostBooks,under,562,36.68,1,110,10.199,11.22
off,0.7,batter_strikeouts,price+iso,2,0.04,mostBooks,under,595,31.0,1,77,21.957,16.91
on,0.5,batter_strikeouts,price+iso,2,0.0,maxEv,under,680,56.09,1,489,1.088,5.32
on,0.6,batter_strikeouts,price+iso,2,0.0,maxEv,under,805,44.53,1,364,4.637,16.88
on,0.7,batter_strikeouts,price+iso,2,0.0,maxEv,under,929,34.96,1,240,11.021,26.45
on,0.5,batter_strikeouts,price+iso,2,0.01,maxEv,under,675,53.48,1,418,1.141,4.77
on,0.6,batter_strikeouts,price+iso,2,0.01,maxEv,under,792,39.07,1,301,6.37,19.17
on,0.7,batter_strikeouts,price+iso,2,0.01,maxEv,under,901,30.34,1,192,14.537,27.91
on,0.5,batter_strikeouts,price+iso,2,0.02,maxEv,under,660,49.75,1,311,1.689,5.25
on,0.6,batter_strikeouts,price+iso,2,0.02,maxEv,under,763,36.36,1,208,8.96,18.64
on,0.7,batter_strikeouts,price+iso,2,0.02,maxEv,under,833,33.14,1,138,15.838,21.86
on,0.5,batter_strikeouts,price+iso,2,0.04,maxEv,under,395,36.77,1,143,-0.191,-0.27
on,0.6,batter_strikeouts,price+iso,2,0.04,maxEv,under,470,27.47,0,68,13.287,9.04
on,0.7,batter_strikeouts,price+iso,2,0.04,maxEv,under,491,25.35,0,47,23.723,11.15
on,0.5,batter_strikeouts,price+iso,2,0.0,mostBooks,under,680,56.09,1,489,1.088,5.32
on,0.6,batter_strikeouts,price+iso,2,0.0,mostBooks,under,805,44.53,1,364,4.637,16.88
on,0.7,batter_strikeouts,price+iso,2,0.0,mostBooks,under,929,34.96,1,240,11.021,26.45
on,0.5,batter_strikeouts,price+iso,2,0.01,mostBooks,under,675,53.48,1,418,1.141,4.77
on,0.6,batter_strikeouts,price+iso,2,0.01,mostBooks,under,792,39.07,1,301,6.37,19.17
on,0.7,batter_strikeouts,price+iso,2,0.01,mostBooks,under,901,30.34,1,192,14.537,27.91
on,0.5,batter_strikeouts,price+iso,2,0.02,mostBooks,under,660,49.75,1,311,1.689,5.25
on,0.6,batter_strikeouts,price+iso,2,0.02,mostBooks,under,763,36.36,1,208,8.96,18.64
on,0.7,batter_strikeouts,price+iso,2,0.02,mostBooks,under,833,33.14,1,138,15.838,21.86
on,0.5,batter_strikeouts,price+iso,2,0.04,mostBooks,under,395,36.77,1,143,-0.191,-0.27
on,0.6,batter_strikeouts,price+iso,2,0.04,mostBooks,under,470,27.47,0,68,13.287,9.04
on,0.7,batter_strikeouts,price+iso,2,0.04,mostBooks,under,491,25.35,0,47,23.723,11.15
off,0.5,batter_strikeouts,compact+box,2,0.0,maxEv,both,627,74.27,1,533,7.282,38.81
off,0.6,batter_strikeouts,compact+box,2,0.0,maxEv,both,741,68.79,1,419,10.571,44.29
off,0.7,batter_strikeouts,compact+box,2,0.0,maxEv,both,858,72.18,1,302,13.545,40.91
off,0.5,batter_strikeouts,compact+box,2,0.01,maxEv,both,586,76.21,1,491,7.417,36.42
off,0.6,batter_strikeouts,compact+box,2,0.01,maxEv,under,689,70.86,1,379,11.38,43.13
off,0.7,batter_strikeouts,compact+box,2,0.01,maxEv,under,794,72.08,1,274,15.297,41.91
off,0.5,batter_strikeouts,compact+box,2,0.02,maxEv,both,530,68.68,1,434,7.67,33.29
off,0.6,batter_strikeouts,compact+box,2,0.02,maxEv,both,626,64.02,1,338,11.226,37.94
off,0.7,batter_strikeouts,compact+box,2,0.02,maxEv,both,720,62.08,1,244,16.346,39.89
off,0.5,batter_strikeouts,compact+box,2,0.04,maxEv,both,406,47.41,1,313,12.812,40.1
off,0.6,batter_strikeouts,compact+box,2,0.04,maxEv,both,476,41.34,1,243,19.002,46.17
off,0.7,batter_strikeouts,compact+box,2,0.04,maxEv,both,540,45.42,1,179,23.513,42.09
off,0.5,batter_strikeouts,compact+box,2,0.0,mostBooks,both,627,74.27,1,533,7.282,38.81
off,0.6,batter_strikeouts,compact+box,2,0.0,mostBooks,both,741,68.79,1,419,10.571,44.29
off,0.7,batter_strikeouts,compact+box,2,0.0,mostBooks,both,858,72.18,1,302,13.545,40.91
off,0.5,batter_strikeouts,compact+box,2,0.01,mostBooks,both,586,76.21,1,491,7.417,36.42
off,0.6,batter_strikeouts,compact+box,2,0.01,mostBooks,under,689,70.86,1,379,11.38,43.13
off,0.7,batter_strikeouts,compact+box,2,0.01,mostBooks,under,794,72.08,1,274,15.297,41.91
off,0.5,batter_strikeouts,compact+box,2,0.02,mostBooks,both,530,68.68,1,434,7.67,33.29
off,0.6,batter_strikeouts,compact+box,2,0.02,mostBooks,both,626,64.02,1,338,11.226,37.94
off,0.7,batter_strikeouts,compact+box,2,0.02,mostBooks,both,720,62.08,1,244,16.346,39.89
off,0.5,batter_strikeouts,compact+box,2,0.04,mostBooks,both,406,47.41,1,313,12.812,40.1
off,0.6,batter_strikeouts,compact+box,2,0.04,mostBooks,both,476,41.34,1,243,19.002,46.17
off,0.7,batter_strikeouts,compact+box,2,0.04,mostBooks,both,540,45.42,1,179,23.513,42.09
on,0.5,batter_strikeouts,compact+box,2,0.0,maxEv,both,659,65.85,1,538,6.014,32.36
on,0.6,batter_strikeouts,compact+box,2,0.0,maxEv,both,772,58.14,1,425,9.428,40.07
on,0.7,batter_strikeouts,compact+box,2,0.0,maxEv,both,898,55.36,1,299,14.329,42.84
on,0.5,batter_strikeouts,compact+box,2,0.01,maxEv,both,624,69.43,1,493,7.802,38.46
on,0.6,batter_strikeouts,compact+box,2,0.01,maxEv,both,733,64.19,1,384,11.38,43.7
on,0.7,batter_strikeouts,compact+box,2,0.01,maxEv,both,842,64.48,1,275,15.784,43.41
on,0.5,batter_strikeouts,compact+box,2,0.02,maxEv,both,588,70.62,1,436,6.575,28.67
on,0.6,batter_strikeouts,compact+box,2,0.02,maxEv,both,687,67.56,1,337,9.415,31.73
on,0.7,batter_strikeouts,compact+box,2,0.02,maxEv,both,782,64.37,1,242,14.425,34.91
on,0.5,batter_strikeouts,compact+box,2,0.04,maxEv,both,371,50.65,1,285,12.918,36.82
on,0.6,batter_strikeouts,compact+box,2,0.04,maxEv,both,440,45.58,1,216,19.393,41.89
on,0.7,batter_strikeouts,compact+box,2,0.04,maxEv,both,498,49.01,1,158,24.34,38.46
on,0.5,batter_strikeouts,compact+box,2,0.0,mostBooks,both,659,65.85,1,538,6.014,32.36
on,0.6,batter_strikeouts,compact+box,2,0.0,mostBooks,both,772,58.14,1,425,9.428,40.07
on,0.7,batter_strikeouts,compact+box,2,0.0,mostBooks,both,898,55.36,1,299,14.329,42.84
on,0.5,batter_strikeouts,compact+box,2,0.01,mostBooks,both,624,69.43,1,493,7.802,38.46
on,0.6,batter_strikeouts,compact+box,2,0.01,mostBooks,both,733,64.19,1,384,11.38,43.7
on,0.7,batter_strikeouts,compact+box,2,0.01,mostBooks,both,842,64.48,1,275,15.784,43.41
on,0.5,batter_strikeouts,compact+box,2,0.02,mostBooks,both,588,70.62,1,436,6.575,28.67
on,0.6,batter_strikeouts,compact+box,2,0.02,mostBooks,both,687,67.56,1,337,9.415,31.73
on,0.7,batter_strikeouts,compact+box,2,0.02,mostBooks,both,782,64.37,1,242,14.425,34.91
on,0.5,batter_strikeouts,compact+box,2,0.04,mostBooks,both,371,50.65,1,285,12.918,36.82
on,0.6,batter_strikeouts,compact+box,2,0.04,mostBooks,both,440,45.58,1,216,19.393,41.89
on,0.7,batter_strikeouts,compact+box,2,0.04,mostBooks,both,498,49.01,1,158,24.34,38.46
off,0.5,batter_strikeouts,compact+gbm,2,0.0,maxEv,both,606,65.74,1,501,6.253,31.33
off,0.6,batter_strikeouts,compact+gbm,2,0.0,maxEv,both,711,56.33,1,396,10.288,40.74
off,0.7,batter_strikeouts,compact+gbm,2,0.0,maxEv,both,814,59.91,1,293,12.683,37.16
off,0.5,batter_strikeouts,compact+gbm,2,0.01,maxEv,both,570,62.85,1,465,6.705,31.18
off,0.6,batter_strikeouts,compact+gbm,2,0.01,maxEv,both,669,51.42,1,366,11.643,42.61
off,0.7,batter_strikeouts,compact+gbm,2,0.01,maxEv,both,763,56.28,1,272,13.878,37.75
off,0.5,batter_strikeouts,compact+gbm,2,0.02,maxEv,both,528,56.33,1,391,8.678,33.93
off,0.6,batter_strikeouts,compact+gbm,2,0.02,maxEv,both,614,47.96,1,305,13.871,42.31
off,0.7,batter_strikeouts,compact+gbm,2,0.02,maxEv,both,692,54.41,1,227,15.792,35.85
off,0.5,batter_strikeouts,compact+gbm,2,0.04,maxEv,both,447,56.06,1,293,11.619,34.04
off,0.6,batter_strikeouts,compact+gbm,2,0.04,maxEv,both,521,50.29,1,219,18.178,39.81
off,0.7,batter_strikeouts,compact+gbm,2,0.04,maxEv,both,583,56.92,1,157,21.133,33.18
off,0.5,batter_strikeouts,compact+gbm,2,0.0,mostBooks,both,606,65.74,1,501,6.253,31.33
off,0.6,batter_strikeouts,compact+gbm,2,0.0,mostBooks,both,711,56.33,1,396,10.288,40.74
off,0.7,batter_strikeouts,compact+gbm,2,0.0,mostBooks,both,814,59.91,1,293,12.683,37.16
off,0.5,batter_strikeouts,compact+gbm,2,0.01,mostBooks,both,570,62.85,1,465,6.705,31.18
off,0.6,batter_strikeouts,compact+gbm,2,0.01,mostBooks,both,669,51.42,1,366,11.643,42.61
off,0.7,batter_strikeouts,compact+gbm,2,0.01,mostBooks,both,763,56.28,1,272,13.878,37.75
off,0.5,batter_strikeouts,compact+gbm,2,0.02,mostBooks,both,528,56.33,1,391,8.678,33.93
off,0.6,batter_strikeouts,compact+gbm,2,0.02,mostBooks,both,614,47.96,1,305,13.871,42.31
off,0.7,batter_strikeouts,compact+gbm,2,0.02,mostBooks,both,692,54.41,1,227,15.792,35.85
off,0.5,batter_strikeouts,compact+gbm,2,0.04,mostBooks,both,447,56.06,1,293,11.619,34.04
off,0.6,batter_strikeouts,compact+gbm,2,0.04,mostBooks,both,521,50.29,1,219,18.178,39.81
off,0.7,batter_strikeouts,compact+gbm,2,0.04,mostBooks,both,583,56.92,1,157,21.133,33.18
on,0.5,batter_strikeouts,compact+gbm,2,0.0,maxEv,both,681,55.5,1,547,7.338,40.14
on,0.6,batter_strikeouts,compact+gbm,2,0.0,maxEv,both,806,46.33,1,422,11.684,49.31
on,0.7,batter_strikeouts,compact+gbm,2,0.0,maxEv,both,925,48.86,1,303,15.438,46.78
on,0.5,batter_strikeouts,compact+gbm,2,0.01,maxEv,both,655,59.26,1,490,6.566,32.17
on,0.6,batter_strikeouts,compact+gbm,2,0.01,maxEv,both,768,49.88,1,377,11.024,41.56
on,0.7,batter_strikeouts,compact+gbm,2,0.01,maxEv,both,871,51.35,1,274,14.63,40.09
on,0.5,batter_strikeouts,compact+gbm,2,0.02,maxEv,both,593,47.21,1,416,8.235,34.26
on,0.6,batter_strikeouts,compact+gbm,2,0.02,maxEv,both,694,38.83,1,315,13.535,42.64
on,0.7,batter_strikeouts,compact+gbm,2,0.02,maxEv,both,781,43.88,1,228,16.489,37.59
on,0.5,batter_strikeouts,compact+gbm,2,0.04,maxEv,both,406,49.01,1,251,10.718,26.9
on,0.6,batter_strikeouts,compact+gbm,2,0.04,maxEv,both,474,41.31,1,183,18.908,34.6
on,0.7,batter_strikeouts,compact+gbm,2,0.04,maxEv,both,527,45.14,1,130,23.665,30.76
on,0.5,batter_strikeouts,compact+gbm,2,0.0,mostBooks,both,681,55.5,1,547,7.338,40.14
on,0.6,batter_strikeouts,compact+gbm,2,0.0,mostBooks,both,806,46.33,1,422,11.684,49.31
on,0.7,batter_strikeouts,compact+gbm,2,0.0,mostBooks,both,925,48.86,1,303,15.438,46.78
on,0.5,batter_strikeouts,compact+gbm,2,0.01,mostBooks,both,655,59.26,1,490,6.566,32.17
on,0.6,batter_strikeouts,compact+gbm,2,0.01,mostBooks,both,768,49.88,1,377,11.024,41.56
on,0.7,batter_strikeouts,compact+gbm,2,0.01,mostBooks,both,871,51.35,1,274,14.63,40.09
on,0.5,batter_strikeouts,compact+gbm,2,0.02,mostBooks,both,593,47.21,1,416,8.235,34.26
on,0.6,batter_strikeouts,compact+gbm,2,0.02,mostBooks,both,694,38.83,1,315,13.535,42.64
on,0.7,batter_strikeouts,compact+gbm,2,0.02,mostBooks,both,781,43.88,1,228,16.489,37.59
on,0.5,batter_strikeouts,compact+gbm,2,0.04,mostBooks,both,406,49.01,1,251,10.718,26.9
on,0.6,batter_strikeouts,compact+gbm,2,0.04,mostBooks,both,474,41.31,1,183,18.908,34.6
on,0.7,batter_strikeouts,compact+gbm,2,0.04,mostBooks,both,527,45.14,1,130,23.665,30.76
off,0.5,batter_strikeouts,compact+offset,2,0.0,maxEv,both,617,72.92,1,520,6.754,35.12
off,0.6,batter_strikeouts,compact+offset,2,0.0,maxEv,both,729,65.96,1,408,10.315,42.09
off,0.7,batter_strikeouts,compact+offset,2,0.0,maxEv,both,841,67.63,1,296,13.652,40.41
off,0.5,batter_strikeouts,compact+offset,2,0.01,maxEv,both,576,76.39,1,479,6.672,31.96
off,0.6,batter_strikeouts,compact+offset,2,0.01,maxEv,under,676,68.91,1,370,11.029,40.81
off,0.7,batter_strikeouts,compact+offset,2,0.01,maxEv,under,776,68.55,1,270,15.245,41.16
off,0.5,batter_strikeouts,compact+offset,2,0.02,maxEv,both,521,64.28,1,421,8.965,37.74
off,0.6,batter_strikeouts,compact+offset,2,0.02,maxEv,both,615,58.13,1,327,13.421,43.89
off,0.7,batter_strikeouts,compact+offset,2,0.02,maxEv,both,702,59.67,1,240,17.644,42.34
off,0.5,batter_strikeouts,compact+offset,2,0.04,maxEv,both,397,43.04,1,305,12.497,38.12
off,0.6,batter_strikeouts,compact+offset,2,0.04,maxEv,both,465,37.22,1,237,18.538,43.94
off,0.7,batter_strikeouts,compact+offset,2,0.04,maxEv,both,526,40.9,1,176,22.873,40.26
off,0.5,batter_strikeouts,compact+offset,2,0.0,mostBooks,both,617,72.92,1,520,6.754,35.12
off,0.6,batter_strikeouts,compact+offset,2,0.0,mostBooks,both,729,65.96,1,408,10.315,42.09
off,0.7,batter_strikeouts,compact+offset,2,0.0,mostBooks,both,841,67.63,1,296,13.652,40.41
off,0.5,batter_strikeouts,compact+offset,2,0.01,mostBooks,both,576,76.39,1,479,6.672,31.96
off,0.6,batter_strikeouts,compact+offset,2,0.01,mostBooks,under,676,68.91,1,370,11.029,40.81
off,0.7,batter_strikeouts,compact+offset,2,0.01,mostBooks,under,776,68.55,1,270,15.245,41.16
off,0.5,batter_strikeouts,compact+offset,2,0.02,mostBooks,both,521,64.28,1,421,8.965,37.74
off,0.6,batter_strikeouts,compact+offset,2,0.02,mostBooks,both,615,58.13,1,327,13.421,43.89
off,0.7,batter_strikeouts,compact+offset,2,0.02,mostBooks,both,702,59.67,1,240,17.644,42.34
off,0.5,batter_strikeouts,compact+offset,2,0.04,mostBooks,both,397,43.04,1,305,12.497,38.12
off,0.6,batter_strikeouts,compact+offset,2,0.04,mostBooks,both,465,37.22,1,237,18.538,43.94
off,0.7,batter_strikeouts,compact+offset,2,0.04,mostBooks,both,526,40.9,1,176,22.873,40.26
on,0.5,batter_strikeouts,compact+offset,2,0.0,maxEv,both,656,63.69,1,526,6.492,34.15
on,0.6,batter_strikeouts,compact+offset,2,0.0,maxEv,both,766,55.49,1,416,10.179,42.34
on,0.7,batter_strikeouts,compact+offset,2,0.0,maxEv,both,887,55.98,1,295,14.189,41.86
on,0.5,batter_strikeouts,compact+offset,2,0.01,maxEv,both,621,67.3,1,480,7.581,36.39
on,0.6,batter_strikeouts,compact+offset,2,0.01,maxEv,both,727,61.6,1,374,11.252,42.08
on,0.7,batter_strikeouts,compact+offset,2,0.01,maxEv,both,832,62.49,1,269,15.313,41.19
on,0.5,batter_strikeouts,compact+offset,2,0.02,maxEv,both,579,69.65,1,425,7.319,31.11
on,0.6,batter_strikeouts,compact+offset,2,0.02,maxEv,both,676,65.11,1,328,10.868,35.65
on,0.7,batter_strikeouts,compact+offset,2,0.02,maxEv,both,768,63.19,1,236,15.916,37.56
on,0.5,batter_strikeouts,compact+offset,2,0.04,maxEv,both,363,48.49,1,276,13.004,35.89
on,0.6,batter_strikeouts,compact+offset,2,0.04,maxEv,both,431,42.67,1,208,20.053,41.71
on,0.7,batter_strikeouts,compact+offset,2,0.04,maxEv,both,486,44.52,1,153,26.052,39.86
on,0.5,batter_strikeouts,compact+offset,2,0.0,mostBooks,both,656,63.69,1,526,6.492,34.15
on,0.6,batter_strikeouts,compact+offset,2,0.0,mostBooks,both,766,55.49,1,416,10.179,42.34
on,0.7,batter_strikeouts,compact+offset,2,0.0,mostBooks,both,887,55.98,1,295,14.189,41.86
on,0.5,batter_strikeouts,compact+offset,2,0.01,mostBooks,both,621,67.3,1,480,7.581,36.39
on,0.6,batter_strikeouts,compact+offset,2,0.01,mostBooks,both,727,61.6,1,374,11.252,42.08
on,0.7,batter_strikeouts,compact+offset,2,0.01,mostBooks,both,832,62.49,1,269,15.313,41.19
on,0.5,batter_strikeouts,compact+offset,2,0.02,mostBooks,both,579,69.65,1,425,7.319,31.11
on,0.6,batter_strikeouts,compact+offset,2,0.02,mostBooks,both,676,65.11,1,328,10.868,35.65
on,0.7,batter_strikeouts,compact+offset,2,0.02,mostBooks,both,768,63.19,1,236,15.916,37.56
on,0.5,batter_strikeouts,compact+offset,2,0.04,mostBooks,both,363,48.49,1,276,13.004,35.89
on,0.6,batter_strikeouts,compact+offset,2,0.04,mostBooks,both,431,42.67,1,208,20.053,41.71
on,0.7,batter_strikeouts,compact+offset,2,0.04,mostBooks,both,486,44.52,1,153,26.052,39.86
off,0.5,batter_strikeouts,compact+iso,2,0.0,maxEv,under,659,67.74,1,392,4.347,17.04
off,0.6,batter_strikeouts,compact+iso,2,0.0,maxEv,under,770,53.45,1,281,11.149,31.33
off,0.7,batter_strikeouts,compact+iso,2,0.0,maxEv,under,855,53.68,1,196,15.867,31.1
off,0.5,batter_strikeouts,compact+iso,2,0.01,maxEv,under,634,67.45,1,358,5.643,20.2
off,0.6,batter_strikeouts,compact+iso,2,0.01,maxEv,under,737,54.73,1,255,12.909,32.92
off,0.7,batter_strikeouts,compact+iso,2,0.01,maxEv,under,814,55.17,1,178,18.249,32.48
off,0.5,batter_strikeouts,compact+iso,2,0.02,maxEv,under,593,70.37,1,331,4.784,15.84
off,0.6,batter_strikeouts,compact+iso,2,0.02,maxEv,under,694,58.03,1,230,12.25,28.18
off,0.7,batter_strikeouts,compact+iso,2,0.02,maxEv,under,762,56.3,1,162,18.458,29.9
off,0.5,batter_strikeouts,compact+iso,2,0.04,maxEv,under,491,51.13,1,236,3.925,9.26
off,0.6,batter_strikeouts,compact+iso,2,0.04,maxEv,under,582,40.93,1,145,13.423,19.46
off,0.7,batter_strikeouts,compact+iso,2,0.04,maxEv,under,630,39.99,1,97,21.031,20.4
off,0.5,batter_strikeouts,compact+iso,2,0.0,mostBooks,under,659,67.74,1,392,4.347,17.04
off,0.6,batter_strikeouts,compact+iso,2,0.0,mostBooks,under,770,53.45,1,281,11.149,31.33
off,0.7,batter_strikeouts,compact+iso,2,0.0,mostBooks,under,855,53.68,1,196,15.867,31.1
off,0.5,batter_strikeouts,compact+iso,2,0.01,mostBooks,under,634,67.45,1,358,5.643,20.2
off,0.6,batter_strikeouts,compact+iso,2,0.01,mostBooks,under,737,54.73,1,255,12.909,32.92
off,0.7,batter_strikeouts,compact+iso,2,0.01,mostBooks,under,814,55.17,1,178,18.249,32.48
off,0.5,batter_strikeouts,compact+iso,2,0.02,mostBooks,under,593,70.37,1,331,4.784,15.84
off,0.6,batter_strikeouts,compact+iso,2,0.02,mostBooks,under,694,58.03,1,230,12.25,28.18
off,0.7,batter_strikeouts,compact+iso,2,0.02,mostBooks,under,762,56.3,1,162,18.458,29.9
off,0.5,batter_strikeouts,compact+iso,2,0.04,mostBooks,under,491,51.13,1,236,3.925,9.26
off,0.6,batter_strikeouts,compact+iso,2,0.04,mostBooks,under,582,40.93,1,145,13.423,19.46
off,0.7,batter_strikeouts,compact+iso,2,0.04,mostBooks,under,630,39.99,1,97,21.031,20.4
on,0.5,batter_strikeouts,compact+iso,2,0.0,maxEv,under,679,63.64,1,462,3.438,15.88
on,0.6,batter_strikeouts,compact+iso,2,0.0,maxEv,under,794,53.14,1,347,7.603,26.38
on,0.7,batter_strikeouts,compact+iso,2,0.0,maxEv,under,908,45.71,1,233,14.513,33.81
on,0.5,batter_strikeouts,compact+iso,2,0.01,maxEv,both,680,60.65,1,401,3.137,12.58
on,0.6,batter_strikeouts,compact+iso,2,0.01,maxEv,both,792,48.43,1,289,8.581,24.8
on,0.7,batter_strikeouts,compact+iso,2,0.01,maxEv,both,882,42.78,1,199,15.301,30.45
on,0.5,batter_strikeouts,compact+iso,2,0.02,maxEv,under,641,57.84,1,330,4.714,15.56
on,0.6,batter_strikeouts,compact+iso,2,0.02,maxEv,under,740,47.33,1,231,11.287,26.07
on,0.7,batter_strikeouts,compact+iso,2,0.02,maxEv,under,813,42.98,1,158,19.254,30.42
on,0.5,batter_strikeouts,compact+iso,2,0.04,maxEv,under,434,51.23,1,186,5.49,10.21
on,0.6,batter_strikeouts,compact+iso,2,0.04,maxEv,under,517,42.41,1,103,18.474,19.03
on,0.7,batter_strikeouts,compact+iso,2,0.04,maxEv,under,548,39.98,1,72,29.798,21.45
on,0.5,batter_strikeouts,compact+iso,2,0.0,mostBooks,under,679,63.64,1,462,3.438,15.88
on,0.6,batter_strikeouts,compact+iso,2,0.0,mostBooks,under,794,53.14,1,347,7.603,26.38
on,0.7,batter_strikeouts,compact+iso,2,0.0,mostBooks,under,908,45.71,1,233,14.513,33.81
on,0.5,batter_strikeouts,compact+iso,2,0.01,mostBooks,both,680,60.65,1,401,3.137,12.58
on,0.6,batter_strikeouts,compact+iso,2,0.01,mostBooks,both,792,48.43,1,289,8.581,24.8
on,0.7,batter_strikeouts,compact+iso,2,0.01,mostBooks,both,882,42.78,1,199,15.301,30.45
on,0.5,batter_strikeouts,compact+iso,2,0.02,mostBooks,under,641,57.84,1,330,4.714,15.56
on,0.6,batter_strikeouts,compact+iso,2,0.02,mostBooks,under,740,47.33,1,231,11.287,26.07
on,0.7,batter_strikeouts,compact+iso,2,0.02,mostBooks,under,813,42.98,1,158,19.254,30.42
on,0.5,batter_strikeouts,compact+iso,2,0.04,mostBooks,under,434,51.23,1,186,5.49,10.21
on,0.6,batter_strikeouts,compact+iso,2,0.04,mostBooks,under,517,42.41,1,103,18.474,19.03
on,0.7,batter_strikeouts,compact+iso,2,0.04,mostBooks,under,548,39.98,1,72,29.798,21.45
off,0.5,batter_strikeouts,box+gbm,2,0.0,maxEv,both,592,59.81,1,501,6.495,32.54
off,0.6,batter_strikeouts,box+gbm,2,0.0,maxEv,both,698,47.62,1,395,11.325,44.73
off,0.7,batter_strikeouts,box+gbm,2,0.0,maxEv,both,802,52.72,1,291,13.619,39.63
off,0.5,batter_strikeouts,box+gbm,2,0.01,maxEv,both,555,62.88,1,454,6.527,29.63
off,0.6,batter_strikeouts,box+gbm,2,0.01,maxEv,both,652,50.15,1,357,11.865,42.36
off,0.7,batter_strikeouts,box+gbm,2,0.01,maxEv,both,745,53.98,1,264,14.594,38.53
off,0.5,batter_strikeouts,box+gbm,2,0.02,maxEv,under,510,50.37,1,402,7.881,31.68
off,0.6,batter_strikeouts,box+gbm,2,0.02,maxEv,under,598,38.48,1,314,13.876,43.57
off,0.7,batter_strikeouts,box+gbm,2,0.02,maxEv,under,680,40.72,1,232,17.816,41.33
off,0.5,batter_strikeouts,box+gbm,2,0.04,maxEv,both,435,43.98,1,327,9.813,32.09
off,0.6,batter_strikeouts,box+gbm,2,0.04,maxEv,both,511,34.76,1,251,16.458,41.31
off,0.7,batter_strikeouts,box+gbm,2,0.04,maxEv,both,582,43.18,1,180,18.269,32.88
off,0.5,batter_strikeouts,box+gbm,2,0.0,mostBooks,both,592,59.81,1,501,6.495,32.54
off,0.6,batter_strikeouts,box+gbm,2,0.0,mostBooks,both,698,47.62,1,395,11.325,44.73
off,0.7,batter_strikeouts,box+gbm,2,0.0,mostBooks,both,802,52.72,1,291,13.619,39.63
off,0.5,batter_strikeouts,box+gbm,2,0.01,mostBooks,both,555,62.88,1,454,6.527,29.63
off,0.6,batter_strikeouts,box+gbm,2,0.01,mostBooks,both,652,50.15,1,357,11.865,42.36
off,0.7,batter_strikeouts,box+gbm,2,0.01,mostBooks,both,745,53.98,1,264,14.594,38.53
off,0.5,batter_strikeouts,box+gbm,2,0.02,mostBooks,under,510,50.37,1,402,7.881,31.68
off,0.6,batter_strikeouts,box+gbm,2,0.02,mostBooks,under,598,38.48,1,314,13.876,43.57
off,0.7,batter_strikeouts,box+gbm,2,0.02,mostBooks,under,680,40.72,1,232,17.816,41.33
off,0.5,batter_strikeouts,box+gbm,2,0.04,mostBooks,both,435,43.98,1,327,9.813,32.09
off,0.6,batter_strikeouts,box+gbm,2,0.04,mostBooks,both,511,34.76,1,251,16.458,41.31
off,0.7,batter_strikeouts,box+gbm,2,0.04,mostBooks,both,582,43.18,1,180,18.269,32.88
on,0.5,batter_strikeouts,box+gbm,2,0.0,maxEv,both,685,49.82,1,540,6.005,32.43
on,0.6,batter_strikeouts,box+gbm,2,0.0,maxEv,both,806,35.07,1,419,11.26,47.18
on,0.7,batter_strikeouts,box+gbm,2,0.0,maxEv,both,921,33.49,1,304,16.038,48.76
on,0.5,batter_strikeouts,box+gbm,2,0.01,maxEv,both,671,56.0,1,483,5.817,28.1
on,0.6,batter_strikeouts,box+gbm,2,0.01,maxEv,both,781,42.75,1,373,11.084,41.34
on,0.7,batter_strikeouts,box+gbm,2,0.01,maxEv,both,886,43.44,1,268,15.169,40.65
on,0.5,batter_strikeouts,box+gbm,2,0.02,maxEv,both,631,51.55,1,409,6.978,28.54
on,0.6,batter_strikeouts,box+gbm,2,0.02,maxEv,both,728,40.32,1,312,12.746,39.77
on,0.7,batter_strikeouts,box+gbm,2,0.02,maxEv,both,816,40.76,1,224,17.556,39.32
on,0.5,batter_strikeouts,box+gbm,2,0.04,maxEv,both,365,44.13,1,259,10.574,27.39
on,0.6,batter_strikeouts,box+gbm,2,0.04,maxEv,both,433,37.72,1,191,17.698,33.8
on,0.7,batter_strikeouts,box+gbm,2,0.04,maxEv,both,490,40.5,1,134,23.146,31.02
on,0.5,batter_strikeouts,box+gbm,2,0.0,mostBooks,both,685,49.82,1,540,6.005,32.43
on,0.6,batter_strikeouts,box+gbm,2,0.0,mostBooks,both,806,35.07,1,419,11.26,47.18
on,0.7,batter_strikeouts,box+gbm,2,0.0,mostBooks,both,921,33.49,1,304,16.038,48.76
on,0.5,batter_strikeouts,box+gbm,2,0.01,mostBooks,both,671,56.0,1,483,5.817,28.1
on,0.6,batter_strikeouts,box+gbm,2,0.01,mostBooks,both,781,42.75,1,373,11.084,41.34
