spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
gbm,0.04,60,mostBooks,9,285.4,10958,1
gbm+offset+iso,0.02,60,mostBooks,9,257.9,10827,3
gbm+offset+iso,0.02,60,maxEv,9,248.5,10827,3
gbm,0.02,60,maxEv,9,248.1,13799,1
gbm,0.02,60,mostBooks,9,243.8,13797,1
box+gbm+offset,0.01,60,maxEv,9,231.7,12786,3
box+gbm+iso,0.02,60,mostBooks,9,231.6,10910,3
box+gbm+iso,0.02,60,maxEv,9,226.9,10912,3
gbm,0.01,60,maxEv,9,226.2,15378,1
box+gbm+offset,0.01,60,mostBooks,9,222.7,12786,3
gbm,0.01,60,mostBooks,9,219.9,15376,1
gbm,0.04,60,maxEv,8,288.3,10960,1
gbm+offset,0.04,60,maxEv,8,279.2,8227,2
box+gbm,0.02,60,maxEv,8,273.3,11405,2
gbm+offset,0.04,60,mostBooks,8,268.9,8226,2
gbm+offset,0.02,60,maxEv,8,265.6,11266,2
box+gbm,0.02,60,mostBooks,8,259.6,11404,2
compact+gbm+offset,0.02,60,maxEv,8,258.2,10152,3
box+gbm,0.04,60,maxEv,8,254.8,8368,2
gbm+offset,0.01,60,maxEv,8,254.1,13042,2
compact+gbm+offset,0.02,60,mostBooks,8,253.0,10150,3
gbm+offset,0.02,60,mostBooks,8,252.9,11265,2
gbm+iso,0.01,60,maxEv,8,249.6,12782,2
box+gbm,0.04,60,mostBooks,8,243.8,8367,2
compact+box+gbm,0.0,60,maxEv,8,243.2,14411,3
gbm+offset+iso,0.01,60,mostBooks,8,240.7,12455,3
gbm+offset,0.01,60,mostBooks,8,240.4,13041,2
gbm+offset+iso,0.0,60,mostBooks,8,240.0,14282,3
gbm+offset+iso,0.04,60,mostBooks,8,239.9,7917,3
compact+box+gbm,0.0,60,mostBooks,8,239.8,14409,3
box+gbm+offset,0.0,60,maxEv,8,239.1,14706,3
box+gbm,0.01,60,mostBooks,8,237.0,13177,2
gbm+iso,0.02,60,maxEv,8,235.8,11212,2
gbm+iso,0.02,60,mostBooks,8,234.8,11211,2
gbm+offset+iso,0.01,60,maxEv,8,233.5,12455,3
compact+gbm+offset,0.0,60,maxEv,8,233.2,14326,3
gbm+offset+iso,0.0,60,maxEv,8,231.3,14282,3
box+gbm+offset,0.0,60,mostBooks,8,230.8,14706,3
gbm+offset+iso,0.04,60,maxEv,8,229.6,7917,3
gbm,0.0,60,maxEv,8,229.5,17101,1
gbm,0.0,60,mostBooks,8,225.0,17100,1
box+gbm+iso,0.0,60,mostBooks,8,224.0,14367,3
box+gbm+iso,0.04,60,mostBooks,8,218.7,7993,3
box+gbm+iso,0.0,60,maxEv,8,218.3,14369,3
box+gbm+iso,0.04,60,maxEv,8,213.0,7995,3
