spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
compact+iso,0.0,60,maxEv,5,23.5,16930,2
compact+box,0.0,60,mostBooks,5,22.2,18217,2
offset,0.01,60,maxEv,5,18.2,16369,1
box,0.01,60,maxEv,5,15.7,16652,1
price+box,0.0,60,maxEv,5,15.7,17408,2
offset,0.01,60,mostBooks,5,14.9,16369,1
box,0.01,60,mostBooks,5,12.6,16652,1
price+box,0.0,60,mostBooks,5,11.0,17408,2
iso,0.02,60,maxEv,5,8.7,14522,1
box+offset,0.0,60,maxEv,5,8.1,19296,2
box,0.04,60,maxEv,5,7.5,9730,1
box,0.04,60,mostBooks,5,7.0,9729,1
box,0.0,60,maxEv,5,5.9,19496,1
box+offset,0.0,60,mostBooks,5,1.5,19296,2
box,0.0,60,mostBooks,5,0.8,19496,1
iso,0.0,60,maxEv,5,0.3,19446,1
box+offset,0.01,60,maxEv,5,-1.2,16480,2
offset,0.0,60,maxEv,5,-2.1,19185,1
box+offset,0.01,60,mostBooks,5,-4.3,16480,2
box+offset,0.04,60,maxEv,5,-6.4,9524,2
iso,0.01,60,maxEv,5,-7.1,16784,1
box+offset,0.04,60,mostBooks,5,-8.4,9523,2
offset,0.0,60,mostBooks,5,-10.4,19185,1
iso,0.01,60,mostBooks,5,-19.1,16784,1
compact+gbm+iso,0.02,60,maxEv,4,168.8,11553,3
compact+gbm+iso,0.02,60,mostBooks,4,160.3,11553,3
price+box+gbm,0.04,60,maxEv,4,159.0,6257,3
price+compact+gbm,0.02,60,mostBooks,4,154.3,10333,3
price+compact+gbm,0.02,60,maxEv,4,146.4,10333,3
price+compact+gbm,0.01,60,mostBooks,4,144.3,13857,3
price+compact+gbm,0.01,60,maxEv,4,137.2,13857,3
compact,0.04,60,maxEv,4,125.6,6672,1
price+gbm+offset,0.02,60,mostBooks,4,120.9,10776,3
compact,0.04,60,mostBooks,4,115.4,6671,1
price+gbm+offset,0.02,60,maxEv,4,115.4,10777,3
compact+offset,0.02,60,maxEv,4,114.3,11768,2
price+box+gbm,0.02,60,mostBooks,4,111.6,10886,3
price+compact+offset,0.02,60,maxEv,4,108.6,9140,3
price+gbm+iso,0.02,60,maxEv,4,108.6,10483,3
compact+offset,0.04,60,mostBooks,4,106.8,7164,2
price+gbm+iso,0.02,60,mostBooks,4,102.4,10483,3
price+offset,0.02,60,maxEv,4,101.0,8902,2
price+box,0.02,60,maxEv,4,100.7,9048,2
price+box,0.02,60,mostBooks,4,96.7,9048,2
price+offset,0.02,60,mostBooks,4,95.2,8902,2
price+iso,0.04,60,maxEv,4,95.2,4983,2
price+offset,0.04,60,maxEv,4,93.9,3879,2
price+box,0.04,60,maxEv,4,92.4,4144,2
price+compact+offset,0.02,60,mostBooks,4,91.3,9139,3
compact,0.01,60,maxEv,4,86.9,15041,1
price+box,0.04,60,mostBooks,4,86.8,4143,2
price+compact,0.02,60,maxEv,4,86.6,7805,2
price+offset,0.04,60,mostBooks,4,85.7,3878,2
price+compact+gbm,0.0,60,mostBooks,4,84.8,17917,3
compact,0.02,60,maxEv,4,84.6,11693,1
price+iso,0.04,60,mostBooks,4,83.7,4983,2
price+compact+box,0.02,60,maxEv,4,80.4,9223,3
price+box+gbm,0.01,60,maxEv,4,80.2,14158,3
price+compact,0.02,60,mostBooks,4,79.2,7804,2
price+compact+gbm,0.0,60,maxEv,4,76.9,17917,3
price+compact,0.01,60,maxEv,4,76.6,12379,2
compact,0.01,60,mostBooks,4,75.6,15041,1
price+compact+iso,0.04,60,mostBooks,4,74.9,4320,3
price+compact+box,0.01,60,maxEv,4,72.9,12955,3
price+compact+box,0.02,60,mostBooks,4,72.4,9222,3
compact,0.02,60,mostBooks,4,72.1,11692,1
price+compact+iso,0.04,60,maxEv,4,71.9,4321,3
price+compact,0.01,60,mostBooks,4,70.3,12379,2
price+offset,0.01,60,maxEv,4,60.7,12692,2
price+compact+offset,0.01,60,maxEv,4,57.0,12876,3
